NUM,EXPECTED,CXM20B_qwerty,# characters,edit distance
375,但係我都有去到西班牙西班牙同埋意大利,但係我都有去到塞班牙西班牙同埋意大利,18,1
376,嗯,嗯,1,0
377,我仲有去,我仲有去,4,0
378,我有去英國法國,我有去英國法國,7,0
379,西班牙意大利同埋比利時,塞班牙意大利同埋比脷時,11,2
380,呀同埋同埋丹麥,呀同埋同埋單麥,7,1
381,咁丹麥就係我自己去嘅,噉U麥就係我自己去嘅,10,2
384,歐洲咁多個地方,歐洲咁多個地方,7,0
385,呢個真係好大嘅問題,呢個真係好大嘅問題,9,0
386,因為我諗我諗其實每個地方都,因為我諗我諗其實每個地方都,13,0
387,都好嘅,都好嘅,3,0
388,啫係佢有特別嘅地方嘅但係,遮係佢有特別嘅地方嘅但係,12,1
389,我諗我係特別鐘意巴黎嘅,我諗我係特別中意巴來嘅,11,2
390,係啦因為佢可能,係喇因為佢可能,7,1
391,啫係可能喺嗰度生活係真係,遮係可能喺嗰度生活係真係,12,1
392,同香港係好大差別囉,同香港係好大差別囖,9,1
393,咁啫係之前好多人會講話巴黎人識得點樣享受生活呀嗰啲野咁我覺得,噉遮係之前好多人會講話巴來人識得點樣響受生活啊嗰啲嘢噉我覺得,30,7
394,當然佢地有忙碌嘅時候啦但係整體而然呢係真係幾舒服嘅,當然佢哋有U碌嘅時候喇但係整睇U然呢係陣係幾舒服嘅,25,6
395,咁我都幾鐘意個感覺嘅,噉我都幾鍾意個噉覺嘅,10,3
396,我就冇自己遇過嘅因為,我就冇自己預過嘅因為,10,1
397,其實講真呢我去之前呢我就做咗好多預習,其實講真呢我去之前呢我就做咗好多預習,18,0
398,咁包括係上網可能睇資料呀睇下一啫係啲啲片呀,噉包括係上網可能睇之U啊睇下一遮係啲啲片啊,21,6
399,睇下之前人地點樣比人呃呀或者有啲咩方法去去保護自己呀,睇下之前人哋點樣俾人啊啊或者有啲咩方法去去保護自己啊,26,5
400,或者去甚至係去,或者去甚至係去,7,0
401,啫係你去邊個係所謂嘅壞人呀,遮係你去邊個係所謂嘅壞人啊,13,2
402,或者賊人呀,或者賊人呀,5,0
403,咁樣之後去再作準備咁樣囉咁,咁樣之後去再作準被噉樣囖噉,13,4
404,好好好彩嘅就係我去到嘅時候係真係自己冇事嘅,好好好彩嘅就係我去到嘅時候係真係自己冇事嘅,21,0
405,但係我就有好多朋友呢係譬如電話比人偷咗呀或者錢比人偷咗呀,但係我就有好多朋友呢係譬如電話俾人偷咗啊或者錢俾人偷咗啊,28,4
406,或者甚至係而家有啲係迫你去簽啲嘅,或者甚至係而家有啲係逼你去U啲嘅,16,2
407,咁你簽完紙之後呢就咁就佢就一定要你比錢,噉你簽完子之後呢就噉就佢就一定要你俾錢,19,4
408,如果你唔比錢嘅話佢就唔知點樣告你呀或者搶你錢咁樣囉,如過你唔俾錢嘅話佢就唔知點樣狗你呀或者搶你始噉樣囖,25,6
409,係啦啫係啫係佢手法其實啫係騙徒嘅手法已經係,係喇遮係遮係佢手發其實遮係片途嘅手發已經係,21,8
410,好多好多款囉,好多好多款囉,6,0
411,我有呀我有呀,我有呀我有呀,6,0
412,我有離遠見過嘅啫係譬如有啲遊客係真係唔知佢可能簽咗紙或者係,我有離遠見過嘅啫係譬如有啲遊客係真係唔知佢可能籤咗指或者係,29,2
413,已經係同佢地,已經係同佢哋,6,1
414,同嗰啲賊人真係溝通咗啦,同嗰啲賊人真係溝通咗喇,11,1
415,咁嘅時候呢咁,噉嘅時候呢噉,6,2
416,佢地就會係成班人圍圍住佢去下手咁樣囉,佢哋就會係成班人為圍住佢去下手噉樣囖,18,4
417,咁呢啲情況都都幾危險囉,噉呢啲情況都都幾危險囖,11,2
418,係呀都幾舒服嘅,係呀都幾舒服嘅,7,0
420,羅浮宮係啦我我羅浮宮呢就去咗都真係好多次,羅頭公係喇我我羅頭功呢就去咗都真係好多次,20,5
421,好似有四次定,好似有四次定,6,0
422,因為其實我中四嘅時候已經同學校去咗一次啦,因為其實我中四嘅時候已經同學喀去咗一次嚹,20,2
423,咁之後我一月嘅時候呢又同自己一堆新嘅朋友去咗啦,噉之後我一月嘅時候呢又同自己一堆新嘅朋友去咗嚹,23,2
424,咁之後二月嘅定定係囉好似二月定三月嘅時候我有香港嘅朋友嚟咗,噉之後二月嘅定定係囖好似二月定三月嘅時候我有香港嘅朋友離咗,29,3
425,咁就再去多次,噉就再去多次,6,1
426,咁之後好似都再去多一次嘅咁,噉之後好似都再去多一次嘅噉,13,2
427,係啦係啦之後好似五月嘅時候都去咗一次嘅,係嚹係喇之後好似五月嘅時候都去咗一次嘅,19,2
428,所以都而家咁樣數都有四次囉,所以都而家噉樣數都有四次囖,13,2
429,都幾鐘意嘅同埋,都幾鍾意嘅同埋,7,1
430,嗰個博物館其實真係好大,嗰個博物管其實真係好大,11,1
431,因為我第一第二次去嘅時候呢其實係朝早九點鐘去到,因為我第一第二次去嘅時候呢其實係朝早九點鐘去到,23,0
432,佢六點鬆六點鐘閂門嘅時候其實我都仲未睇仲未睇得哂嘅,佢六點鬆六點中閂門嘅時候其實我都重未睇重未睇得晒嘅,25,4
433,所以留咗嗰度九個鐘呢,所以留咗嗰度九個鐘呢,10,0
434,都未睇得哂嘅時候就覺得真係真係幾犀利好大,都未睇得晒嘅時候就覺得真係真係幾犀利好大,20,1
435,同埋想睇啦其實都係未睇得哂,同埋想睇喇其實都係未睇得晒,13,2
436,因為我諗每個人去嘅時候啫係第一次去都會睇返啲最出名嗰啲野,因為我諗每個人去嘅時候啫係第一次去都會睇返啲最出名嗰啲嘢,28,1
437,例如例如咁樣啦,例如例如噉樣喇,7,2
438,咁就每次都會再去咗嗰度先,噉就每次都會再去咗嗰度先,12,1
439,咁永遠都係會去唔到最最遠嗰度,噉永遠都係會去唔到最最遠嗰度,14,1
440,係啦我我仲未去到嗰度,係喇我我仲未去到嗰度,10,1
441,可能調返轉頭行,可能調返轉頭行,7,0
442,最尾嗰度開始行係啦,最尾嗰度開始行係喇,9,1
443,嗯係啦,嗯係喇,3,1
445,非常掛住法國我嗰陣因為,非常掛住法國我嗰陣因為,11,0
446,首先係第一次自己一個生活啦,首先係第一次自己一個生活喇,13,1
447,咁當然有朋友但係,噉當然有朋友但係,8,1
448,即係譬如你日常生活呀煮飯呀照顧自己嗰啲都係自己咁我幾鐘意嗰個感覺嘅,即係譬如你日常生活啊煮飯啊照顧自己嗰啲都係自己噉我幾鍾意嗰個感覺嘅,33,4
449,咁同埋我諗香港其實真係好大壓力,噉同埋我諗香港其實真係好大壓力,15,1
450,所以去到嗰度有稍為有少少機會去抖啖氣去休息一下嘅時候呢,所以去到嗰度有青為有少少機會去頭啖氣去休識一下嘅時候呢,27,3
451,咁,噉,1,1
452,啫係個感覺係好好美好呀,遮係個感覺係好好尾好啊,11,3
453,所以啫係會有少少掛住法國嘅,所以遮係會有少少掛住法國嘅,13,1
454,都都真係幾慢,都都真係幾慢,6,0
455,都真係幾慢㗎係呀啫,都真係幾慢㗎係啊啫,9,1
456,真係會好比較佗佻囉,真係會好俾較他條囖,9,4
458,有呀我諗我諗最大嘅,有呀我諗我諗最大嘅,9,0
459,嗰個位就係效率方面囉,嗰個位就係校律方面囉,10,2
460,因為香港係實在真係太高效率啦,因為香港實在真係太高校慮嚹,14,4
461,啫係譬如你開一個銀行戶口呢咁你啫只需要一啲好簡單嘅手續,遮係譬如你開一個銀行乜口呢噉你姐指需要一啲好簡單嘅手續,27,5
462,好少嘅時間就會就會搞得掂囉,好少嘅時間就會就會搞得掂囖,13,1
463,啫係如果你真係有事緊急嘅時候可能係即日已經已經開到個戶口添囉但係,遮係如過你真係有事緊急嘅時候可能係即日已經已經開到個護口添囖但係,32,4
464,喺法國呢我開戶口係用咗我諗個半月嘅時間囉,喺法國呢我開護口係用咗我諗個半月嘅時間囖,20,2
465,咁啫係佢當中有好多好繁複嘅手績啦,噉遮係佢當中有好多好多帆覆嘅手續喇,16,7
466,同埋一啲我唔能夠理解嘅一啲一啲,同埋一啲我唔能夠理解嘅一啲一啲,15,0
467,就例如佢啫係佢有好多野係要寄信去我屋企咁,就例如佢遮係佢有好多嘢係要寄信去我屋企噉,20,3
468,要我睇我要攞到封信之後先先可能有個密碼去去下一個步驟咁樣,要我睇我要攞到封信之後先先可能有個密碼去去下一個部就噉樣,28,3
469,囉咁啫喺香港可能係幾分鐘收個嘅事囉,囉噉姐喺響港可能係幾分中收個嘅事囖,17,5
470,咁呢啲野就會令到我有少少唔習慣囉,噉呢啲嘢就會令到我有少少唔習慣囖,16,3
472,都呀我覺得,刀呀我覺得,5,1
473,啫係一開始可能有少少唔習慣啦,遮係一開始可能有少少唔習慣喇,14,2
474,因為法國呢好多地方星期日同埋星期六呢都係唔開門嘅,因為法國呢好多地方星期日同埋星期六呢都係唔開門嘅,24,0
475,咁星期一可能都有時唔開門特別係銀行星期一唔會開嘅,噉星期一可能都有時唔開門特別係銀行星期一唔會開嘅,24,1
476,咁啫係好多呢啲呢啲野就會喺香港可能慣咗廿四小時都會有野買呀,噉遮係好多呢啲呢啲嘢就會喺香港可能慣咗廿四小時都會有嘢買啊,29,5
477,或者有野做呀但係,或者有嘢做啊但係,8,2
478,喺法國真係四點至五點之後呢其實就真係冇乜活動㗎啦,喺法國真係四點至五點之後呢其實就真係冇乜活動𡃉嚹,24,2
480,搞唔掂我諗我諗煮飯係一個難題啦,搞唔掂我諗我諗煮飯係一個難題嚹,15,1
481,因為喺香港啫係都有煮飯嘅機會嘅,因為喺香港啫係都有煮飯嘅機會嘅,15,0
482,但係以前就有工人姐姐啦,但係以前就有工人姐姐喇,11,1
483,咁啫係好多好多時候都會係可能嗲哋媽咪會負責嘅,噉遮係好多好多時候都會係可能爹哋媽咪會U責嘅,22,4
484,咁喺香港就比較少機會真係自己下廚呀咁樣啦,噉喺香港就比較小機會真係自己下U啊噉樣喇,20,6
485,咁就算去買餸嗰啲呢都有機會有試過但係,噉就算去買送嗰啲呢都有機會有試過但係,18,2
486,就啫係都唔係我特別去負責啦,就遮係都唔係我特別去U責嚹,13,3
487,咁去到法國呢就由買餸呀到真係煮飯呀到到,噉去到法國呢就油買送啊到真係煮飯啊到到,19,5
488,啫係好多好多呢啲野可能細個嘅時候冇特別諗啦但係去到就知道其實,遮係好多好多利啲嘢可能細個嘅時候冇特別諗喇但係去到就知道其實,30,4
489,都好都好啫係個都好好多,都好都好啫係個都好好多,11,0
490,係啦都好大嘅,係喇都好大嘅,6,1
491,都應該冇乜特別,都應該冇乜特別,7,0
492,因為我都係因為我有帶好慶幸有帶個飯煲去法國嘅,因為我都係因為我有戴好興U有帶個飯煲去法國嘅,22,3
493,咁我真係由香港帶去嘅,噉我真係遊香港帶去嘅,10,2
494,咁一個細飯煲,噉一個細飯煲,6,1
495,所以啫係最簡單煮飯煮麵煮粥,所以遮係最簡單煮飯主麵主捉,13,4
496,嗰啲都搞得掂,嗰啲都搞得掂,6,0
497,係囉都比較方便囉但係如果你真係要問嘅我就整咗好多次嗰啲,係囉都比較方便囖但係如過你真係要問嘅我就整咗好多次嗰啲,27,2
498,焗三文魚或者焗魚囉,焗三文魚或者焗魚囉,9,0
499,都唔係醃咗㗎佢就係一片新鮮嘅譬如三文魚咁樣,都唔係業咗㗎佢就係一片新先嘅譬如三文魚噉樣,21,3
500,咁我就用錫紙包住佢啫係其實真係好簡單好簡單我,噉我就用錫趾包住佢啫係其實真係好簡單好簡單我,22,2
501,但係唔知點解我以前會唔識囉,但係唔知點計我以前會唔識囖,13,2
502,咁就落鹽同埋嗰啲黑椒咁樣,噉就落鹽同埋嗰啲刻招噉樣,12,4
503,咁跟住有時呢鐘意嘅時候就落檸檬汁咁樣啦,噉跟住有時呢鍾意嘅時候就落檸檬汁噉樣喇,19,4
504,但係就擺喺個焗爐到焗囉咁可能半個鐘之後就好好味㗎啦,但係就擺喺個焗爐到焗囉噉可能半個忠之後就好好味𡃉嚹,25,4
505,係啦方便囉同埋係呀同埋我唔知點解我細個真係唔識呢樣野囉,係喇方便囉同埋係啊同埋我唔知點偈我細個真係唔識呢樣嘢囖,27,5
506,而家識而家識係呀係呀,而家識而家識係呀係啊,10,1
507,嗯,嗯,1,0
509,都有嘅,都有嘅,3,0
510,咁啫係移民有嘅,噉遮係移民有嘅,7,2
511,但係我諗因為其實太多其他方面嘅一啲事情要考慮啦,但係我諗因為其實太多其他方面嘅一啲視情要考慮嚹,23,2
512,例如可能屋企人嘅嘅工作點樣呀,例如可能屋企人嘅嘅工作點樣啊,14,1
513,咁我頭先講到啦細佬啦咁,噉我頭先講到喇細佬嚹噉,11,4
514,佢細我五年咁就算我喺呢一個時刻真係可以移民啦,佢細我五年噉就算我喺呢一個時黑真係可以移民嚹,22,3
515,咁但係都要睇番可能佢喺啫係佢讀書方面呀或者佢喺學校係咪真係可以做到呢,噉但係都要睇返可能佢喺遮係佢讀書方面啊或者佢喺學校係咪真係可以做到呢,34,4
516,去到嗰邊會唔會有其他學校去收佢呢,去到嗰邊會唔會有其他學校去收佢呢,16,0
517,啫係有好多呢啲嘅顧慮囉,遮係有好多呢啲嘅故慮囉,11,2
518,所以啫係以前一定有諗過而家都會有考慮嘅,所以遮係以前一定有諗過而家都會有考慮嘅,19,1
519,但係就有好多唔同嘅因素去影響住囉,但係就有好多唔同嘅恩掃去影響住囖,16,3
520,我都會比較鐘係呀我都會,我都會俾較忠係啊我都會,11,3
521,係啦係啦,係喇係喇,4,2
522,我應該去過兩次,我應該去過兩次,7,0
523,真係大嘅遊學團,真係大嘅遊學團,7,0
524,咁一次就係去啦頭先講到,噉一次就係去喇頭先講到,11,2
525,一次就係去荷蘭同埋法國係啦,一次就係去河欄同埋法國係嚹,13,3
526,中學嘅時候呢就,中學嘅時候呢就,7,0
527,都有幾多活動嘅,都有幾多活動嘅,7,0
528,咁就比較我諗係高中嘅時候就開始參加呢啲活動啦,噉就比較我諗係高中嘅時候就開始參加利啲活動嚹,22,3
529,咁我有參加過學校啲,噉我有參加過學校啲,9,1
530,合唱團同埋管弦樂團呀,合唱團同埋管然鱷團啊,10,3
531,咁我就其實以前呢就真係有機會去去作曲嘅,噉我就其實以前呢就真係有機會去去作曲嘅,19,1
532,咁就作完首歌之後就俾個去去咁樣啦,噉就作完手歌之後就俾個去去噉樣喇,16,4
533,咁好好開心就係我自己嘅畢業典禮呢係可以自己自己指揮自己指返自己首歌咁樣嘅,噉好好開心就係我自己嘅畢業典禮呢係可以自己自己指揮自己指返自己首哥噉樣嘅,36,3
534,係啦自己作嘅自己作,係喇自己作嘅自己作,9,1
535,咁嗰度就係比較難忘囉,噉嗰度就係比較難忘囖,10,2
536,咁另外有多學校嘅活動其實我都有機會去統籌啦去咁樣,噉另外有多學校嘅活動其實我都有機會去桶U喇去噉樣,24,5
537,咁啫係例如啲啲呀,噉遮係例如啲啲啊,8,3
538,或者係嗰啲活動咁樣啫係有好多野我都有參加過嘅,或者係嗰啲活動噉樣遮係有好多嘢我都有參家過嘅,22,4
539,但係如果你問我真係最難忘嘅真係就會真係中六自己指揮自己首歌嗰一下囉,但係如過你問我真係最難忘嘅真係就會真係終六自己指揮自己手哥嗰一下囖,33,5
541,係呀係呀咁嗰首歌其實就,係呀係呀噉嗰首歌其實就,11,1
542,其實都係畢業嘅,其實都係畢業嘅,7,0
543,啫係原本嗰首歌嘅嘅意思已經係令到人地好啫係有係啦傷感或者感觸嘅,遮係原本嗰首歌嘅嘅意思已經係令到人哋好啫係有係嚹傷噉或者噉捉嘅,31,6
544,咁喺嗰一下喺嗰個環境之下去去指返呢首歌咁,噉喺嗰一下喺嗰個環境之下去去指返呢手歌噉,20,3
545,個感覺係好特別囉,個感覺係好特別囖,8,1
546,都都有嘅但但但嗰下要忍住先因為你要搞掂搞掂個先,都都有嘅彈彈彈嗰下要忍住先因為你要搞掂搞掂個先,23,3
548,我諗細個嘅時候都會有嘅,我諗細個嘅時候都會有嘅,11,0
549,但係因為因為細個嘅時候我都會有彈琴咁樣啦,但係因為因為細個嘅時候我都會有U琴噉樣喇,20,3
550,咁可能自己作咗都唔知但係,噉可能自己作咗都唔知但係,12,1
551,就真係去到中學嘅時候就真係可能會寫低呀或者係,就真係去到中學嘅時候就真係可能會寫低啊或者係,22,1
552,係有啲軟有啲有啲可以去去作曲咁樣嘅,係有啲遠有啲有啲可以去去作曲噉樣嘅,17,2
553,咁就真係自己係俾咗心機落去作嘅,噉就真係自己係俾咗心機落去作嘅,15,1
554,我都係主要係彈琴,我都係主要係U琴,8,1
555,就以由以前好細個,就耳油以前好細個,8,2
556,幼稚園嘅時間就開始學電子琴,幼U院嘅時間就開始學電子琴,13,2
557,咁慢慢就轉咗去鋼琴咁樣啦,噉萬慢就轉咗去鋼琴噉樣喇,12,4
558,咁就一路學學到去中學,噉就一路學學到去終學,10,2
559,我諗高中嘅時候囉,我諗高中嘅時候囖,8,1
560,但係就主要係琴囉咁我有嘗試自學過其他樂器嘅,但係就主要係琴囖噉我有常試字學過其他樂器嘅,21,4
561,但係可能唔夠時間去練習啦咁,但係可能唔救時間去練習喇噉,13,3
562,其實而家都唔係好記得啦,其實而家都唔係好記得嚹,11,1
563,嗯都係鋼琴囉,嗯都係鋼琴囖,6,1
564,係啦係啦,係喇係喇,4,2
566,都有嘅但係我成日都覺得可能,都有嘅但係我成日都覺得可能,13,0
567,作曲呢方面其實有好多機會同埋好多空間去進步囉,作曲利方面其實有好多機會通埋好多空間去進步囖,22,3
568,因為我雖然我覺已經好開心呀其實作到一首歌出嚟,因為我雖然我角已經好開心啊其實作到一首歌出梨,22,3
569,咁表演啫係係係可以表演嘅咁呢樣野其實都覺得有成就感嘅,噉表演啫係係係可以表演嘅噉利樣嘢其實都覺得有成就噉嘅,26,5
570,但係我永遠都覺得係可以再作得好啲可以再用啲好啲嘅呀,但係我永遠都覺得係可以再作得好啲可以再用啲好啲嘅啊,25,1
571,啫係永遠都有機會再去進步囉,遮係永遠都有機會再去進步囉,13,1
572,挫敗呀,錯白呀,3,2
574,挫敗呀,錯白呀,3,2
575,又好似冇喎因為,又好似冇喎因為,7,0
576,都係開心嘅因為我覺得啫係作曲呢啲野其實冇啱定錯嘅,都係開心嘅因為我覺得姐係作曲利啲嘢其實冇啱定錯嘅,24,3
577,啫係錯敗呢樣野就可能真係冇,遮係錯白利樣嘢就可能真係冇,13,4
578,但係你話如果我覺得啫係我唔係好滿意呀,但係你話如過我覺得遮係我唔係好滿意啊,18,3
579,或者係啫係我唔係百分百滿意呀,或者係遮係我唔係百份百滿意啊,14,3
580,或者我覺得啫係好好似好好多野可以再改過嗰啲時候就有嘅,或者我覺得姐係好好似好好多嘢可以再改過嗰啲時候就有嘅,26,2
581,但係完完全全嘅錯敗感呢就好似冇,但係圓完全全嘅錯白噉呢就好似冇,15,3
583,係啦係啦,係喇係喇,4,2
585,而家就機會少啲囉,而家就機會少啲囉,8,0
586,我諗可啫係上到大學之後會開始忙啦,我諗可啫係上到大學之後會開始忙嚹,16,1
587,咁譬如而家仲有一年就畢業啦,噉譬如而家仲有一年有畢頁嚹,13,4
588,咁可能會平時都要做實習呀,噉可能會平時都要做實集啊,12,3
589,嗰啲咁令到啫係時間係冇咁容易就到囉,嗰啲噉令到啫係時間係冇咁容易就到囖,17,2
590,咁就可能少咗機會作曲囉,噉就可能少咗機會作曲囖,11,2
591,但係如果有時間嘅話我都會再想繼續囉,但係如過有時間嘅話我都會再想繼續囖,17,2
594,我有兩個音樂老師對我影響都好深嘅,我有兩個音樂老師對我影響都好深嘅,16,0
595,咁第一個就係我中學第一個音樂老師啦咁,噉第一個就係我中學第一個音樂老師喇噉,18,3
596,佢係啫係佢係比較特我覺得佢比較特別嘅,佢係遮係佢係比較特我覺得佢俾較特別嘅,18,2
597,啫係佢唔係一啲好傳統嘅老師啦,遮係佢唔係一啲好全統嘅老師喇,14,3
598,佢係比較一個佢真真真正係音樂家嗰種感覺嚟嘅,佢係比較一個佢真真真正係音樂家嗰種感覺離嘅,21,1
599,啫係佢做野係好隨心嘅,遮係佢做嘢係好除心嘅,10,3
600,覺得啱就做覺得唔啱就唔做咁佢,覺得啱就做覺得唔啱就唔做噉佢,14,1
601,以前佢係幫咗,以前佢係幫咗,6,0
602,啫係佢係讀電影音樂業嘅,遮係佢係讀電影音樂業嘅,11,1
603,咁佢係真係幫嗰啲電影去作曲嘅,噉佢係真係幫嗰啲電影去作曲嘅,14,1
604,咁佢以前係作係幫過本地一齣兩齣戲去作曲嘅,噉佢以前係作係幫過本地一出兩出戲去作曲嘅,20,3
605,咁我覺得其實佢個對我影響都幾幾深刻囉,噉我覺得其實佢個對我影響都幾幾心黑囖,18,4
606,同埋啫係佢講嘅野呀或者佢嘅經驗同我講啫係比到我嘅野其實都好,同埋遮係佢講嘅嘢啊或者佢嘅經驗同我講啫係俾到我嘅嘢其實都好,29,5
607,好,好,1,0
608,係啦好好影響好深嘅,係喇好好影響好深嘅,9,1
609,咁另外嗰位老師就係一位韓國嘅老師啦,噉另外嗰位老師就係一位韓國嘅老師喇,17,2
610,韓國嘅音樂老師,韓國嘅音樂老師,7,0
611,咁佢就相對另外嗰位老師呢就可能係比較傳統啲嘅,噉佢就傷對另外嗰位老師呢就可能係比較傳統啲嘅,22,2
612,但係我諗可能係有文化差異嗰度啦,但係我諗可能係有文化叉二嗰度喇,15,3
613,嗰度有分別啦啫係佢,嗰度有分別嚹啫係佢,9,1
614,可能佢自己帶住佢自己嘅一啲視野呀或者係其他佢自己嘅文化,可能佢自己帶住佢自己嘅一啲事嘢啊或者係其他佢自己嘅文化,27,3
615,咁嚟到我地學校去教嘅時候呢,噉離到我哋學校去教嘅時候呢,13,3
616,嗰個體驗又係唔同啲囉,嗰個睇驗又係唔同啲囖,10,2
617,影響好深,影響好深,4,0
618,都有嘅但係啫係都係都係咁講啦啫係上到大學之後都會比較忙啦,都有嘅但係遮係都係都係噉講喇姐係上到大學之後都會俾較忘嚹,28,7
619,咁佢地佢地又會自己有自己嘅學生咁樣所以,噉佢哋佢哋又會自己有自己嘅學生噉樣所以,19,4
620,啫係溝通係都有但係會少咗囉,遮係溝通係都有但係會少咗囉,13,1
621,係啦咁可能到去每年可能返返學校參加活動呀,係喇噉可能到去每年可能返返學校參加活動啊,20,3
622,嗰啲時候先會再見到囉,嗰啲時候先會再見到囖,10,1
624,都有嘅,都有嘅,3,0
625,啫係頭先譬如講到我去幫學校去好多唔同活動嘅時候呢,遮係頭先譬如講到我去幫學校去好多唔同活動嘅時候呢,24,1
626,其實有一位老師就係佢專係負責呢一種嘅活動嘅,其實有一位老師就係佢專係U責利一種嘅活動嘅,21,2
627,咁佢其實佢都比咗好多機會我去可能去個去去統籌一啲野呀,噉佢其實佢都俾咗好多機會我去可能去個去去桶籌一啲嘢啊,26,5
628,咁或者佢啫係譬如我去真係統籌嘅時候咁佢其實俾咗好多機會俾咗好多信任囉,噉或者佢啫係譬如我去真係桶U嘅時候噉佢其實俾咗好多機會俾咗好多信任囖,34,5
629,啫係因為老呢啲活動始終都係老師負責啦,遮係因為老屋啲活U始終都係老師U責喇,18,5
630,咁你去安排俾學生去搞嘅時候,噉你去安排俾學生去搞嘅時候,13,1
631,咁其實你都要係真係信信得過嗰位學生啦,噉其實你都要係真係信信得過嗰喂學生喇,18,3
632,或者真係要俾機會佢去做咁樣囉,或者真係要俾機會佢去做噉樣囖,14,2
633,咁我覺得嗰位老師都啫係對我影響都幾深刻囉,噉我覺得嗰位老師都姐係對我影響都幾心黑囖,20,5
634,做咩活動最難忘,做咩活動最難忘,7,0
635,最有挑戰性,最有U戰性,5,1
636,我諗會係我地學校可能有一次嘅咁樣啦,我諗會係我哋學校可能有一次嘅噉樣喇,17,3
637,其實佢唔係佢係因為我學校十週年嘅一個活動咁樣,其實佢唔係佢係因為我學校十周年嘅一個活U噉樣,22,3
638,咁就當然係啫係每一年都有每一年都有類似嘅活動啦,噉就當然係遮係每一年都有每一年都有慮似嘅活U喇,23,5
639,但係啱啱去到十週年嘅時候咁當然所有活動都會係比較大規模啦,但係啱啱去到十周年嘅時候噉當然坐有活U都會係比較大規無喇,28,6
640,咁可能多咗資源落去呀,噉可能多咗支原落去啊,10,4
641,多咗學同學幫手咁樣,多咗學同學幫手咁樣,9,0
642,咁嗰次係雖然個性質係差唔多,噉嗰次係衰然個性質係差唔多,13,2
643,但係因為實在太重要啦,但係因為實在太仲要喇,10,2
644,同埋太多因素影響呢,同埋太多恩掃影響嘞,9,3
645,咁就覺得嗰樣野真係好有挑戰性囉,噉就覺得嗰樣嘢真係好有U戰性囖,15,4
646,係啦牽涉好多人囉,係喇軒攝好多人囉,8,3
647,校係囉我諗校友嗰校友嗰方面都係比較特別囉,校係囖我諗校有嗰校有嗰方面都係俾嚿特別囖,20,6
648,因為始終都係十週年啦咁譬如校友會嗰啲,因為始終都係十周年喇噉譬如校有會嗰啲,18,4
649,活動都要搞得比較大囉,活動都要搞得比較大囉,10,0
650,咁就好多嘉賓會嚟囉,噉就好多嘉賓會離囖,9,3
651,咁嗰一次就會比較啫係有挑戰性囉我覺得,噉嗰一次就會俾較啫係有U戰性囖我覺得,18,4
652,嗯上到大學之後呢其實由到呢,嗯上到大學之後爹其實游到嘞,13,3
653,我就參加咗一個學會啦,我就參加咗一個學會喇,10,1
654,咁就做其實我都唔係好記得叫乜野名,噉就早其實我都唔係好記得叫乜嘢名,16,3
655,但係啫係總之係一個入邊咁樣嘅,但係遮係總之係一個入便噉樣嘅,14,3
656,咁嗰個呢就係香港最大嘅一個嚟嘅,噉嗰個囖就係香港最大嘅一個離嘅,15,3
657,咁就佢嘅會員就係香港九間大學嘅一啲商學生啦,噉就佢嘅會原就係香港狗間大學嘅一啲箱學生喇,21,5
658,咁我就係係啦係香港所有讀嘅,噉我就係係嚹係香港所有毒嘅,13,3
659,啫係大學所有讀嘅學生其實都會係我地會員呀,遮係大學所有毒嘅學生其實都會係我哋會圓啊,20,5
660,咁個會員個其實達到萬五人囉,噉個會圓個其實達到慢五人囖,13,4
661,咁係係其實真係好多咁,噉係係其實真係好多噉,10,2
662,我地有十八個嘅咁我就係其中一個啦,我哋有十八個嘅噉我就係其中一個喇,16,3
663,咁就係香港大學嘅代表咁樣,噉就係香港大學嘅袋表噉樣,12,3
664,咁之後啫係其實搞咁多活動,噉之後啫係其實搞噉多活動,12,2
665,俾咁多位會員呢其實係真係好有挑戰性嘅,俾咁多位會完嘞其實係真係好有U戰性嘅,18,3
666,就同以前中學所謂好有挑戰性嗰啲活動呢其實個啫係已經差好遠啦,就同以前中學所謂好有U戰性嗰啲活U囖其實個啫係已經叉好遠嚹,29,5
667,已經知道其實以前嗰啲真係濕濕碎,已經知道其實以前嗰啲真係濕濕歲,15,1
668,而家嗰啲真係爭好遠啦,而家嗰啲真係爭好遠嚹,10,1
669,咁亦都係有有經驗或者有體驗係真係去,噉亦都係有有經驗或者有體艷係真係去,17,2
670,想真真係去管可能錢呀管啲資源呀同公司合作呀,想真真係去管可能錢呀管啲之圓啊同公司合作啊,21,4
671,同啫係各方面都要有有個有個交流呀,同遮係覺方面都要有有個有個膠流啊,16,4
672,咁我覺得呢樣野其實真係好有挑戰性囉,噉我覺得囖樣嘢其實真係好有U戰性囖,17,5
673,作為一個商學生,作為一個傷學生,7,1
674,我個職位其實係負責啲比較,我個即慧其實係U責啲比較,12,3
675,啫係其實主要都係幫會員去搞啲活動嘅,遮係其實主要都係幫會圓去攪啲活動嘅,17,3
676,咁譬如我地以前有搞過呀,噉譬如我哋以前有搞過啊,11,3
677,或者係幫學同學去搵啲唔同公司嘅呀,或者係幫學同學去搵啲唔同公司嘅啊,16,1
678,或者去啫係去搞啲俾佢地去參觀唔同嘅公司,或者去啫係去搞啲比佢哋去參觀唔同嘅公司,19,2
