NUM,EXPECTED,CXM46A_qwerty,# characters,edit distance
250,呀當然有啦讀書讀中學嗰陣時一定係有㗎啦,呀當然有啦讀書讀終學嗰陣時一定係有𡃉嚹,19,3
251,你你要向偏向體育嗰方面呢就讀書就唔會咁叻㗎啦一定係你唔會品學兼優唔會有依樣我地讀書嗰陣時唔會唔會有依樣野嘅,你你要去拼去體肉嗰方面囉就讀書就唔會咁叻架喇一定喺你唔會品學UU唔會有依樣我哋讀書嗰陣時唔會唔會有依樣嘢嘅,53,12
252,就係只要有你去體育你去你你去打波呢就會成績就唔會咁唔會咁好因為成日都會走堂,就係只要有你去體肉你去你你去打波嘞就會成即就唔會咁唔會咁好因為成日都會走堂,37,3
253,成日會有時間將個有啲堂時間呢就去咗去去去去去打波,成日會有時間將個有啲糖時間U就去咗去去去去去去打波,24,3
254,咁你點成績會點會好呢係咪呀,噉你點成績會點會好囖係咪啊,13,3
255,有時就讀書嗰班就好靜嘅就點就偏偏偏偏我同個讀書坐我隔離喎咁呀我就走咗去佢咪自己喺度讀書囉,有時就讀書嗰班就好靜嘅就點就偏U偏蝙我同個讀書坐我隔離喎噉啊我就走咗去佢咪自己喺度讀書囖,44,5
256,係咪呀咁有時我我嚟考試呀問問佢呀咁呀佢都間唔中會教下你嘅,係咪啊噉有時我我離考試啊問問佢啊噉啊佢都間唔中會教下你嘅,28,7
257,呀間唔中啦但係都佢地讀書仔讀書人囉分開兩幫一定係分開兩幫人㗎啦,阿間唔中喇但係都佢哋讀書仔讀書人囖分開兩幫一定係分開兩幫人𡃉嚹,31,6
258,當然係朋友啦我地始終同一班嘅,當然係朋友喇我哋始忠同一班嘅,14,3
259,但係但係但係朋友朋朋友還朋友就唔會話朋友到好似好死黨咁嘅,但係但係但係朋友朋朋友環朋友就唔會話朋友到好次好死擋噉嘅,28,4
260,但係當然會有有傾有講大家都係同學,但係當然會有有傾有講大家都係同學,16,0
261,都佢佢亦都唔會睇少你你你讀唔到書佢亦都唔會我地亦都唔會亦都唔會話你讀你讀書人嚟嘅你你你你你你同你都唔會唔岩傾嘅,都佢佢亦都唔會睇小你你你讀唔到書佢亦都唔會我哋亦都唔會亦都唔會話你讀你篤書人來嘅你你你你你你同你都唔會唔啱傾嘅,55,5
262,冇嘅完全係大家都係朋友,冇嘅完全係大家都係朋友,11,0
263,以喺以前嚟講喺以前中學嚟講啫係唔當然而家唔知道啦唔同啦嗄咁樣,耳喺以前離講喺以前中學離講啫係唔當然而家唔知度喇唔同喇下噉樣,30,8
265,我讀書時代有冇深刻事件呀,我讀書時代有冇心黑事件呀,12,2
266,冇㗎其實我地我地讀書呢都係你有你讀考試還考試大家都唔會話有有有啲咩野嘅嗌撬呀,冇𡃉其實我哋我哋讀書爹都係你有你讀考試還考試大家都唔會話有有有啲咩嘢嘅嗌U啊,38,7
267,同埋但最多係活動大家都多活動喺埋一齊㗎啫,同埋彈最多係活動大家都多活動喺埋一齊𡃉啫,20,2
268,唔會話有啲咩野好好好好緊張嘅野好緊張嘅事啫係大家都有唔會有不愉快嘅事件,唔會話有啲咩嘢好好好好緊張嘅嘢好緊張嘅事啫係大家都有唔會有不預快嘅事件,35,3
269,大家都係同學大家都係開開心心去去去去去讀書㗎啫,大家都係同學大家都係開開心心去去去去去讀書𡃉啫,23,1
271,喺以前嚟講同而家嚟講就分別好大啦,喺以前離講同而家來講就分別好大嚹,16,3
272,喺以前喺以前嚟講當然係讀得書多搵工都容易啲啦,喺以前喺以前離講當然係讀得書多揾工都容易啲喇,22,3
273,起碼你識識多啲野同埋你張你個成都要係全部都係啦吓,起碼你識識多啲嘢同埋你將你個成都要係全部都係喇吓,24,3
274,但係而家而家嘅我諗個諗法又唔同喎,但係而家而家嘅我淋個淋法又唔同喎,16,2
275,嗄因為因為點解呢大家都開始開始讀書當然而家讀書個個都要大大大大大學畢業先有有機會有機會入寫字樓工啦,下因為因為點解囖大家都開始開始讀書當然而家讀書個個都要大大大大大學畢業先有有機會有機會入寫字樓工喇,49,3
276,但係而家而家好多好多好多好多方向去去可以去你你去為個生計而可以去去搵到其他其他工作,但係而家而家好多好多好多好多方向去去可以去你你去為個生計疑可以去去揾到其他其他工作,41,2
277,所以其實都讀得書多未必係可以搵得到搵得錢多,所以其實都讀得書多未必係可以揾得到揾得錢多,21,2
278,我亦我亦我亦都可以咁樣講啦我地啫係唔係話一定係讀得讀得書多就會搵得錢多,我翼我亦我亦都可以噉樣講喇我哋啫係唔係話一定係讀得讀得書多就會揾得錢多,35,5
279,吓嘩咁啦咁嘅態度啦我地,下話噉喇噉嘅態度喇我哋,11,7
280,喺香港嚟講而家嗱譬如咁講啦如果有新移民啦除非有新移民啦當然同講廣東話係唔同啦佢唔鹹唔淡唔正嘅廣東話啦,喺香港離講而家刻譬如噉講喇如果有新移民喇除非有新移民喇當然同講廣東話係唔同喇佢唔咸唔探唔正嘅廣東話喇,50,10
281,啫係話我地都聽得明嘅但係我地都唔會話去去歧視佢地因為佢始終係係係落得嚟香港就係香港人,遮係話我哋都聽得明嘅但係我哋都唔會話去去其是佢哋因為佢始忠係係係樂得離香港就係香港人,42,9
282,我地都唔會我啫係我喺我立場嚟講就唔會唔會歧視佢啦,我哋都唔會我遮係我喺我立場離講就唔會唔會奇是佢喇,24,6
283,咁我唔知其他人會唔會歧視佢啦咁始終係香港人啦係大家都係講廣東話唔同咗,噉我唔知其他人會唔會奇是佢喇噉始終係香港人喇係大家都係講廣東話唔同咗,34,6
284,你有你嘅廣東話個方法同其他地方嚟到香港人嚟到香港去講廣東話亦都唔同,你有你嘅廣東話個方發同其他地方離到香港人離到香港去講廣東話亦都唔同,33,3
285,所以我都唔唔係有好大分別覺得冇問題嘅,所以我都唔唔係有好大分別覺得冇問題嘅,18,0
287,唔同階層嘅話當然啦係有知識嘅朋友講廣東廣東話就當然係係比較斯文啲啦,唔同街層嘅話當然喇係有芝色嘅朋友講廣東廣東話就當然係係比較斯文啲喇,33,5
288,係做做啫係譬如做勞工勞工工作嘅嘅嘅香港人呢就比較比較比較粗粗粗粗皮啲啦,係做做啫係譬如做U工奴公公作嘅嘅嘅香港人囖就俾攪比較俾搞操操操操皮啲啦,35,13
289,唔同唔同講嘅聲線係會比較溫柔啲啦比較粗大聲大啲啦,唔同唔同講嘅猩扇係會俾較溫柔啲喇比較粗大聲大啲啦,24,4
290,所以係係有唔同嘅唔同階層嘅人係講廣東話亦都係唔同嘅,所以係係有唔同嘅唔同解層嘅人係講廣東話亦都係唔同嘅,25,1
291,睇下你有冇睇下有冇你嗰個嗰個嗰個嗰個啫係知識自己嗰個嗰個嗰個嗰個啫係聲線啦同埋你啫係習唔習慣你聽到佢講嘅廣東話啦,睇下你有冇睇下有冇你嗰個嗰個嗰個嗰個啫係至識自己嗰個嗰個嗰個嗰個啫係猩扇喇同埋你姐係習唔習慣你聽到佢講嘅廣東話喇,56,6
293,潮語呀其實嗱我嗱你你你知你知我一九六八年出世啦我地已經四十幾歲啦,廚雨呀其實拿我拿你你你知你知我一九六八年出細喇我哋已經四十幾歲喇,32,8
294,而家潮語係比較年青去講潮語多啲啦,而家廚雨係比較年清去講U語多啲喇,16,5
295,我地我地我地就聽啲潮語聽一半明一半就唔明一半,我哋我哋我哋就聽啲超語聽一半明一半就唔明一半,22,4
296,咁啦而家啲潮語就,噉喇而家啲超語就,8,3
Total CER: 887/5687=0.16,,,,
