NUM,EXPECTED,CXF43A_qwerty,# characters,edit distance
255,男士始終係應該出外工作㗎囉我又唔係好接受得到係喇,男事次終係應該出外工作𡃉囖我有唔係好接受得到係喇,24,5
256,我唔識哈哈哈哈哈,我唔識哈哈哈哈,8,1
257,去邊度啊細個啊都冇乜都係喺屋企多㗎喎如果唔係就係去學琴同埋補習社,去邊度呀細個呀都冇乜𡃉喎都係喺U企多架喎如果唔係就係去學琴同埋去補習寫,32,8
258,幾慘哈哈哈,幾慘啊蝦蝦哈,5,3
259,真係好少發夢㗎喎一覺訓天光㗎喎但係發嘅夢大多數都係開心多嘅,真係好小發夢喎一教瞓天光架喎但係發嘅夢大多數刀係開心多𠸏,29,7
260,都係去玩啊好少發啲唔開心嘅夢,都係去玩呀好小發啲唔開心嘅夢嘅係嚹,14,5
261,彩色,睬色,2,1
262,冇喎咁又冇喎,冇喎噉又冇喎,6,1
263,咁又控制唔到㗎喎,噉又控制唔到𡃉喎,8,2
264,應該控制唔到囉,應該控制唔到喎,7,1
265,係囉即係例如唔好俾佢醒住唔得㗎嘛哈哈哈,係喇即係例如唔唔好俾佢醒住唔得𠺢嗎即係即係蝦蝦哈哈,19,10
266,有啲乜係驚啊,有啲咩係驚呀,6,2
267,驚啊,驚呀,2,1
268,都冇乜㗎喎,誒都冇乜架喎,5,2
269,可能關乎我工作上啦其實人可能驚最後都係生病啊死亡啊咁但係對可能我會見過咁就覺得呢啲係好正常嘅所以活在當下囉係囉咁都足夠㗎了,可能關符我工作上喇其實人可能驚最後都係生病啊死忙啊噉但係對可能我會見過噉就覺得哩啲係好正常嘅所以活在當下喇係喇噉都足救𡃉嚹,61,12
270,哦咁有剛剛就係爸爸過身囉,哦噉有江公就係爸巴過身囖,12,5
271,因為嗰陣時真係太突然了咁就係不安嘅係啦係係好想做啲嘢可以控制到但係原來你係控制唔到嘅,因為嗰陣時真係太特然嚹噉就係不安嘅係嚹係係好想做啲嘢可以控制到但係原來你係控制唔到嘅,42,4
272,咁就係啦嗰段時間驚佢真係走啦雖然知道明知遲早㗎啦不過唔想咁囉咁如果最深係囉係經歷呢件事囉,噉就係喇嗰段時間驚佢真係走喇需然知到名知遲早𡃉嚹不過唔想噉囖噉如果你話最心係囖係經力依件事囖,44,18
273,咁又冇嘅我覺得個個都會有啲驚嘅驚係囉係囉,噉又冇𠸏我覺得個個都會有啲驚𠸏驚係囖係囖,20,5
274,順其自然啦,順期自然囖,5,2
275,因為你改變唔到嘅咁你最你只可以其實自己去爭取囉,因為你改變唔倒嘅噉你最你只可以其實自己去爭取囖,23,3
276,唔可以話條命生成係咁咁唔通即係等於你想去中六合彩你都要去買先得㗎唔係會跌張六合彩飛俾你咁所以都係要自己掌握係囉,唔可以話條命生成係噉噉唔通即係等如你想去眾六合彩你都要去賣先得假唔係會跌張六合彩飛比你噉所以都係要自己獎扼係囖,55,11
277,識,識,1,0
278,唔難香港就唔難,唔難香港就唔難嘅,7,1
279,因為有地鐵同埋香港太細啦你有地鐵啊巴士啊乜都到嘅唔難嘅,因為有地鐵同埋香港太細喇你有地鐵喇巴士啊咩都到𠸏唔難嘅,27,4
280,唔洗喎自己有,唔使喎自己有蝦蝦哈哈哈,6,6
281,會,會,1,0
282,英文同埋普通話囉,英文同埋普通話囖,8,1
283,學校學嘅,學校學嘅,4,0
284,同埋係囉都係學校學嘅,同埋係囖都係學校學𡃉嚹,10,3
285,唔得,哦唔得蝦蝦,2,3
286,認唔到喎即係中西區乜區咁,認唔到喎即係中西區咩區噉呀,12,3
287,冇可能㗎喎,冇可能𡃉喎,5,1
288,咁都有少少嘅,嗯噉都有少少𠸏,6,3
289,你可以講有時階層較低啲嗰啲可能會講得比較粗俗啲啊嗰啲咁囉,你可以講有時街層比較低啲嗰啲可能會講得比較粗U啲啊嗰啲噉囖,28,5
290,但係譬如但係又未必係一定啱嘅但係大部分囉即係做啲譬如文職啲嘅可能會斯文啲咁樣樣嘅,但係被如又未但係又尾必係一定啱嘅但係大部份囖即係做啲劈如文即啲嘅可能會斯文啲噉樣樣,40,10
291,好少唔係好識,好少唔係好識,6,0
292,因為我年代冇,因為我年代冇蝦蝦哈,6,3
293,年輕人都幾重要嘅,年青人都幾仲要𠸏,8,3
294,因為係佢哋個溝通方法啊嘛,因為係佢哋嘅溝通方法吖嗎,12,3
295,咁係囉,噉係囖,3,2
296,咁又唔會因為大多數其實都係年輕人佢哋嘅溝通方法咁年輕人又唔會唔會覺得係囉咁樣,噉有唔會因為大多數其實都係年青人佢哋嘅溝通方法噉年青人又唔會唔會覺得係囖噉樣係嚹,38,9
297,咁都有啲嘅因為有時你都諗唔到佢其實,噉都有啲𠸏因為有時你都諗唔到佢佢其實,17,3
298,你話好傾嘅咁我相信佢同同父母係會傾一啲嘢但同佢嘅朋友又會傾另外一啲嘢嘅,你話好傾嘅噉我傷信佢同同附冇係會傾一啲嘢但係同佢嘅朋友又會傾另外一啲嘢嘅,35,5
299,咁所以佢會佢會搵唔同嘅對象去講囉,噉所以佢會佢會揾唔同嘅對象去講囖,16,3
300,咁係有嘅有啲嘅,噉係有嘅有啲嘅,7,1
Total CER: 1231/4995=0.25,,,,
