NUM,EXPECTED,CXF77A_qwerty,# characters,edit distance
242,咁我話嗱你自己要小心啲啊佢話得啦你唔洗掛住我我曉架啦,撳我話嗱理自機要小心啲呀佢話得喇理唔駛掛住我我U㗎喇,26,10
243,咁話佢話你自己都係啊佢話你論儘啊唔知定番屋企啊我驚你啊,噉話佢話理自己都係啊理論盡啊唔知訂返屋企啊我驚你啊,27,8
244,因為佢係大窩口嗰度住吖嘛,因為佢喺大蝸考嗰度住吖嘛,12,3
245,我而家都唔識路去架,我而家都唔識路去架,9,0
246,以前識咋而家唔識架因為少接觸啦只係打電話傾下計,咦前色呀而家唔識架因為小接燭喇只係打電話傾吓偈,23,8
247,有陣時就約出黎飲餐茶佢都係出黎就我囉,有陣時就約出來飲餐茶佢都係出來就我囖,18,3
248,咁我就冇去到咁遠黎同佢地飲茶囉佢佢佢幾個老友記,噉我就冇去到噉遠離同佢哋飲茶囖佢佢佢哋幾個老友記,23,6
249,因為佢地嗰度佢成日幾個去打麻雀我就好少同佢地打麻雀架,噉就因為佢哋嗰度佢成日幾個去打麻著我就好少同佢哋打麻著嘅,26,7
250,咁佢咪同埋一齊出黎咁咪飲下茶見下面啊咁咁樣落,噉佢咪同埋一齊出來啊噉咪飲吓茶建吓面啊噉噉樣囖,22,10
251,咁算係咁架啦我都話啦好好架啦依啲老友記幾廿年啦大家,噉算係噉𡃉嚹我都話喇好好𡃉嚹依啲老有記幾廿年嚹大家,25,9
252,十三四歲嗰陣時,十十三四歲嗰陣時,7,1
253,學車野一齊到而家啦識,學車嘢一齊到而家喇試,10,3
254,係咪啊咁所以咪做人係要有啲老友記,係咪啊噉所以咪做人係要有啲老友記,16,1
255,有傾每一個人都有有嗰啲朋友架,有傾㗎每一個人都有有個啲個啲朋友𡃉,14,5
256,係啊由後生識到大架咁,係呀油後生色到大架噉,10,4
257,好開心架好多野講架,好開心架好多嘢講架,9,1
258,重有陣時重親過自己人傾計啊,仲有陣時仲親過自機人傾偈啊,13,4
259,係啊真架唔係講大話,係咪啊真㗎唔係講大話,9,2
260,有咩心事呢大家講出黎,有有咩心事呢大家講出梨,10,2
261,我我話啱架點解呢,我我話啱㗎點解呢,8,1
262,有咩心事大家講出黎吐下啲心聲,有咩深是大家講出離套吓啲心升,14,6
263,講下有陣時話啲啲啲細蚊仔聽唔聽話好唔聽話好都唔好計較咁多野,講下有陣時話一啲啲啲細蚊仔唔聽話好唔聽話好都唔好U教咁多嘢,29,5
264,佢地又有個家啊我都係咁話架,佢哋又有個家我都係噉話𡃉,13,4
265,咁佢地話有啲咪話囉係呀我冇你咁賢德啊咁,噉佢哋話有啲咪話囖係啊我冇李咁然得啊噉囖,19,9
266,哈我我話嗱呢啲唔係叫做賢德不過做人呢係要咁樣做法好啲,我我話嗱哩啲唔係叫做賢得不過做人呢係要咁樣做法好啲,26,3
267,你好佢好架啫,你好佢好𡃉啫,6,1
268,係咪啊你做做老人家又要識做等佢啲後生仔唔好難做,係咪阿理做做老人家又要識做等佢啲後生仔唔好難做,23,2
269,總之佢地會俾心機出去做野呢我地就好開心架啦,總之佢哋會俾心機出去做嘢呢我哋就好開心𡃉嚹,21,5
270,咁佢話咁又係咁我咪係囉咁你咪你養大啲細蚊仔都希望佢成家立室,噉佢話噉又係噉我咪係囖噉鯉咪理理養大啲細蚊仔都希望佢成加U室,29,10
271,係咪啊賺到生活好啊咁咪佢地好我地都好架嘛,係咪啊賺賺到生活好啊噉咪佢哋好我哋都好𠺢嗎,20,6
272,我咪咁話佢地囉佢地話咁又係咁樣,我咪噉話佢哋囖佢話噉又係噉,15,7
273,佢話我冇你諗咁多野啊,佢話我冇理諗噉多嘢啊,10,3
274,我話唔係諗架咁係咁即係咁架嘛,我話唔係諗𡃉噉係噉遮係噉𡃉,14,7
275,係咪啊事實係咁咁樣就係咁樣架啦,係咪啊是事實係噉噉樣就係噉樣𡃉嚹,15,6
276,我我我又唔會話講花話架唔鍾意啊,我我我又唔會講花話假唔鍾意𡃉,15,3
277,係嗰句就講嗰句講真野架老友記個個,係嗰句就講個句講真嘢𡃉老有記個個,16,4
278,係要咁講架做乜野野所以佢地咪有陣時坐埋啲啲自己啲仔女聽唔聽話都會訴下出黎咁咪舒服囉,係要噉講𡃉做乜嘢嘢所以佢哋咪有陣時坐埋啲啲自機啲仔U啊聽唔聽話都U數吓出來吖嗎噉咪舒服囖,41,16
279,我話冇所謂架做父母人要識得點樣就啲細佬哥,我話冇所謂𡃉做父冇又要識得點樣就啲細佬哥,20,3
280,咁佢地咪好囉大家好囉你好佢好架之嘛,噉佢哋咪好囖大家好囖理好佢好𡃉楂嗎,17,8
281,係咪啊做父母係要曉識做架真係要識做,係咪啊做父冇係要U熄做𡃉真係要識做,17,4
282,唔係話你話我我我做阿媽你做阿媽都唔係可以話嗮咁惡架嘛,唔係話理理話我我我我做阿媽理做阿媽都唔係可以話晒噉樂𠺢嗎,26,9
283,你你要要同佢地講解下等佢地開開心心,理理要要同佢哋講解吓等佢哋開開心心,17,5
284,咁樣架嘛所以嗱我你睇到啲姑姐啊啲啲姑丈啊個個咁對我地都好架,咁樣𠺢嗎鎖意嗱理睇倒啲姑姐呀啲啲啲姑長呀個個噉對我哋都好好𡃉,29,15
285,係咪吖咁所以我好明啊咁係咪啊你媽媽夠對我好好架真係呀好錫我架你媽媽又係,係咪啊噉所以我都名啊理都係咪啊理理媽媽救對我好好囖真係𡃉好錫我𡃉李媽媽又係,35,13
286,嗰嗰嗰陣時成日見佢咁佢佢咪打不過我呢輪諗住佢得閒啊冇打電話揾佢傾計啊,嗰嗰嗰陣時成日見佢啊噉佢佢咪打不過佢佢哩輪就諗住佢得閒啊冇打電話揾佢傾偈啊,34,7
288,你見到我你同我問候下佢啊,李見到我理同我問後吓佢啊,12,4
289,啊等最緊要佢心體健康啊,呀等最緊要佢身體健康呀,11,3
290,係咪啊係啊做有有野做有精神寄託好啲,係咪啊係啊做有嘢做有精神記托好啲,17,4
291,做乜都係,做乜都係,4,0
292,嘅係等於我地咁我地有有精神寄託啊成日去中心有歌仔唱又有計傾咁啊幾舒服,遮等如我哋噉我哋有精神記托啊成日去中心有哥仔唱又有偈傾噉咪幾舒服,34,13
293,咁咪唔洗煩囉吓嘩,噉咪唔使煩囖吓,8,4
294,做乜野都係亦唔好小氣做人千祈唔好小氣啊,做乜嘢都係U唔好少氣做人千祈唔好少氣,19,5
295,就算人地話錯野你你都唔好小氣,就算人哋話錯嘢理理都唔好少氣,14,5
296,唔需要理會咁多野又唔會肉痛嘅,唔唔需要莉會噉多嘢又唔會肉痛𠸏,14,5
297,講下野有啲人大聲大氣架嘛咪有得佢囉,講講吓嘢有啲人大聲大氣𠺢嗎咪由佢囖,17,8
298,佢佢大聲啲咪有得佢大聲啲囉,佢佢大聲李咪由佢大聲啲囉,13,3
299,係咪啊依依地就啱架唔好唔需要咁介懷啲野,係咪啊依依啲就啱㗎唔好唔需要噉U懷啲嘢,19,5
300,我嗱我長大我係鄉下長大架,我嗱我長大我係香下長大㗎,12,2
301,喺鄉下呢咁咪讀小學呢就就係自己嗰個村嗰度讀啊嗰度有有有啲小學架嘛,喺香下呢噉咪讀小學呢就就喺自機嗰個穿嗰度讀啊嗰度有有有啲小學𡃉嘛,32,6
302,讀中學呢就要行一行一大段路先上到中學讀書啊,讀中學呢就要行一行一大斷露先上到忠學讀書㗎,21,4
303,咁樣囉,咁樣囉,3,0
304,行好遠下架我地嗰陣時啊鞋都唔得著架除大赤腳咁去返學架咋,行好願吓㗎我哋嗰陣時呀鞋都冇得著㗎除大尺腳噉去返學㗎咋,27,10
305,係呀係呀我地記得架,係呀係呀我我哋記得𡃉,9,3
306,咁係呀因為嗰陣時嗰啲環境係咁架唔係話乜野,噉係啊因為嗰陣時嗰啲還境係噉𡃉唔唔係話乜嘢,20,7
307,大部分都係咁架有鞋著嗰啲屋企好有錢架,大部份都係噉𡃉有鞋著嗰啲屋企好幼錢𡃉嚹,18,6
308,哈所以我地打大赤腳去返學慣咗啦冇所謂架,鎖所以我打大尺腳去返學慣咗𡃉喇無所謂𡃉,19,7
309,我地係落到黎香港啊先至著鞋著屐,係我哋係落到離香港啊先至著鞋著劇,15,4
310,咁樣著返架咋我地都係除大赤腳唧唧塔塔咁就去返學架啦,咁樣著返去架咋我哋都係除大尺腳UU痰U噉誒去返學𡃉嚹,25,11
311,咁樣呢樣野我地習慣咗嗰啲鄉下嗰啲生活都冇乜冇乜計較話呢樣嗰樣,咁樣哩哩樣嘢我哋習慣咗嗰啲香下嗰啲生活都冇乜冇乜計教話哩樣嗰樣囖,30,8
312,總之個個好傾好講就得架啦,總然知個個好傾好講就得𡃉嚹,12,4
313,最緊要呢樣野大家啱傾嘅有啲心事傾下,最緊要哩樣嘢大家啱傾嘅有啲心事傾吓,17,3
314,咁咪個個都好開心,噉咪個個都好開心,8,1
315,唔係啊我地多數都係放咗學返屋企架啦,唔係呀我我多數刀係放咗學返屋企㗎喇,17,5
316,食完飯我唔洗我煮飯架喎因為有家姐啊有阿嫂吖嘛,食完返我唔使我煮返架喎因為有家姐呀有呀數吖嘛,22,6
317,咁我我奉旨唔洗做野架,噉我我重指唔使做嘢𡃉,10,6
318,係呀硬係坐係處食架姐,係呀硬係錯喺鼠食𡃉啫,10,5
319,哈哈係呀,係呀,4,2
320,咁我我我我嘅生活就係咁吖嘛因為我係最細,噉我我我我嘅生活就係噉吖嗎因為我係最細,19,3
321,咁佢地唉唔洗你阻鬼住嗮係度,噉佢哋誒唔使理咗鬼住嗮喺度,13,7
322,你你你坐坐坐出去出便係開開檯食飯你就幫下手啊咁姐,理理理坐出去出便係開開檯食飯里就幫下手啊噉遮,24,8
323,洗碗都唔洗架,洗碗都唔使架,6,1
324,洗碗都唔洗我洗架,洗碗都唔使我洗架,8,1
325,驚住我打鬼爛啊,驚住我打鬼爛呀,7,1
326,哈係係啊驚打鬼爛啲啲啲碗筷啊嗰啲野咁,係係係呀打驚打鬼爛啲啲啲碗快呀嗰啲嘢呀,18,7
327,咁咪都都都係嗱我地又有個阿阿阿大舅婆嗰個老公就最大架啦,噉咪都都係拿我哋又有有個呀呀啊大大冚婆嗰個老公就最大㗎嚹,27,12
328,重有個表哥嗰個媽媽就第二架啦,仲有個表哥嗰個媽媽就第二架啦,14,1
329,咁咪有一個第三嗰個就係阿二阿二姑丈咪,噉𠻺有一個第三嗰個就係啊呀二姑長,18,7
330,不過佢話仔有仔排女有女排咁樣樣之嘛咁佢地兩個仔我地兩個仔吖嘛兩個仔兩個女咁,不過佢𠻺仔有仔排裏有U排噉樣啫嗎噉佢哋兩兩個仔我我哋兩個仔呀嗎兩個仔兩個U,37,16
331,咁樣啊咁咪排好咪嗱阿唔係我地兩同同埋一齊生活架啦,咁樣呀噉咪排好咪嗱啊唔係我哋兩同同埋一齊生活架嚹噉,24,6
332,啲人都幾好吖安排到咁佢地個個讀書又讀到啊咁咪,啲人都幾好吖安排倒噉佢哋個個讀書又讀度啊噉咪,22,5
333,緊係希望佢地讀到啦咪盡量讀囉,梗係希望佢哋讀度喇噉咪盡量讀囖,14,6
334,讀得到咁所以我我話好希望係去做護士啊我成日咁話啊,讀得倒噉所以我我話好希望係去做護士啊我成日噉話啊,24,3
335,始終我都完成咗我嘅責任,似中我都完成咗我嘅責任,11,2
336,咁佢佢都去讀到護士,噉佢佢都去讀到護士,9,1
337,咁咪好囉為吓人民服務啊應該架嘛,噉咪好囖為下人民服務啊應該𠺢嗎,15,5
338,係咪啊咁佢而家咪幾好,係咪啊噉佢而家咪幾好,10,1
339,佢做得好開心喎,佢做得好開心喎,7,0
340,吓咁所以佢開心我更加開心啦我驚佢驚之嘛見到啲血啊血啊血啊咁驚架嘛佢,下噉所以佢開心我更加開心喇我驚佢驚知嗎佢見到啲血呀血呀血呀噉驚𠺢嗎佢,33,12
341,佢尤其是佢係最細,佢尤其是佢係最細,8,0
342,咁我都驚住佢讀唔到架不過即係咁啱我咪話我至希望係有個女可以讀護士,噉我都驚住佢讀唔到𡃉不過啫係咁啱我咪話我至希望係有一個U可以讀護士,32,5
343,好啦阿三姑姐就佢去幼稚園啊帶住啲小朋友喇咁啊二姑姐佢就學啲藝術野啦咁佢又有佢過份野做啦,好喇呀呀三姑姐又去幼U園喇帶住啲小朋友嚹噉啊二姑姐佢又學啲藝術嘢嚹噉佢又有佢嗰份嘢做嚹,43,16
344,咁你你爸爸又你爸爸有份啦咁佢又好喎佢,錦鯉爸巴又理爸巴有份嚹噉佢又好喎佢噉佢佢讀到電U噉佢都做到佢啲嘢,18,23
345,咁而且佢佢嗰啲佢嗰啲老師有咁錫佢啊係嘛,噉而且佢佢嗰啲佢嗰嗰啲露師又敢錫佢啊係嗎,19,6
346,所以你爸爸都好架我我唔係用好多錢供佢讀書架佢自己自己揾到,所以理爸爸都好𡃉我我我唔係用好多錢工佢讀書𡃉佢自己紙機搵到,28,8
347,嗱而家啲小朋友呢就矜貴好多架,拿而家啲小朋友呢就經貴好多𡃉,14,3
348,因為人人都係一個起兩個止架咋,因為人人都係一個起亮個趾𡃉咋,14,3
349,但係我地嗰陣時四個喎,但係我哋嗰陣時四個喎,10,1
350,係咪啊點解四個呢依啲就你爺爺啦,係咪呀點解四個呢依啲呀理爺爺喇,15,4
351,我話唔要咁多啦諗住嗱有你爸爸啦有個仔孫啦,我話唔唔唔要咁多㗎喇諗住嗱有理爸巴喇有個仔先喇,20,9
352,咁嗱二姑姐啦三姑姐啦,噉嗱二姑姐喇三姑姐喇,10,3
353,咁你呢兩呢兩有兩個女啦,錦鯉哩兩哩量有兩個U嚹,11,7
354,咁咪諗住唔愛架啦,噉咪諗住唔愛𡃉喇,8,3
355,後尾就遲幾年啊你阿爺爺話唔好啦要個添啦,後尾啊遲幾年啊你啊爺爺話唔好喇要個添喇,19,4
356,或者呢個係仔呢咁,或者哩個係仔呢噉,8,2
357,嗱我話老實話俾你聽啦就算呢個係仔好係女好你都係要咁要架啦,嗱我話路實話比理聽喇就算哩個係仔好係U好離都係要噉要𡃉嚹,28,10
358,嗱如果唔係陣間話女呢又繼續去生啊我唔生架啦,拿如果理咪𡁵間話裏呢又繼續去生啊我唔生𡃉嚹,21,7
359,所以生到阿細姑姐嗱又係女啦問你服未啊,所意生到呀細姑姐嗱又係水喇問理服未呀,18,6
360,我話咗俾你聽啦我話我就服架啦夠皮架啦因為,我話咗比李聽喇我話我就服架喇夠被架喇因為,20,6
361,因為你要凑啊重要做野架嘛你你你有一檔小生意係度做野吖嘛,因為理要摷呀仲要做嘢𠺢嗎理理理有一當小生意喺度做嘢吖嗎,27,14
362,咁你你重重搞咁多野你點照顧啲細佬哥阿你真係要睇住佢大架喎,錦鯉理重搞咁多嘢理點照顧啲細佬哥啊理真係要睇住佢哋大𡃉喎,28,10
363,你驚住佢地學壞架喎唔係驚乜野啊真係驚學壞架,李驚住佢哋學壞𡃉喎唔係驚乜嘢啊真係驚學壞㗎,21,5
364,係咪最驚係呢樣因為學壞嗰陣時執唔返黎嗰陣時就喇,係咪最驚係哩樣因為學壞嗰陣時執唔返來嗰陣時就哩可啊,23,5
365,所以我成日都係咁話架啦咁,所以我成日都係噉話𡃉嚹噉,12,4
366,所以呢樣呢你爺爺係好嘅,所意哩樣呢理爺爺係好𠸏,11,4
367,我我話乜野咁佢都話咁你你揸主意啦咁樣,我我話乜嘢噉佢都話噉鯉理理揸主意嘍噉,18,9
368,佢係呀真架,佢係呀真㗎,5,1
369,揸錢又係叫我去去佢收到啲票返黎呢佢就叫我去銀行入票,揸錢又係叫我去去佢收到啲票返來呢佢就叫我去銀红入票,25,2
370,出糧俾伙計,出糧俾火给,5,2
371,都都都係我做架啦嗰啲,都都都係我做㗎喇嗰啲,10,2
372,阿爺爺就去接生意,呀爺爺就去接生意,8,1
373,同埋出版,同埋出版,4,0
374,咁就攞啲版去俾人睇,噉就攞啲板去俾人睇,9,2
375,接到返黎呢咁我就係屋企做喺係工場度坐鎮架姐,接倒返來呢噉我就喺屋企做喺係工場做陣𡃉,21,9
376,咁人地打電話黎啊落單我要呢隻款幾多好咁咪寫住佢,噉人哋嚹電話離呀落單啊我要哩哩隻款幾多號諗把噉就寫住佢,23,13
377,咁佢要黑色又好呢呢呢個多數都係要黑架啦咁樣咪寫住佢囉,噉佢要黑色又好哩哩哩個多數都係要刻𡃉嚹噉樣咪寫住佢囖,26,9
378,幾多號啊最細嘅都係四號架姐,幾多號呀最細嘅都係四號㗎啫,13,3
379,四號四號半五號五號半六號咁架姐,四號四號半唔浩唔浩半錄號噉𡃉唧,15,8
380,即係呢呢啲碼數就係多數人攞架啦,遮係哩哩啲馬U就係多掃人攞𡃉嚹,15,8
381,咁就四四號我要幾多咁你就寫四號我要一打,噉就四四號我擾幾多錦理就寫四號我擾一喇,19,6
382,五五號或者四號半呢我我又要要一打,五唔浩或者四浩半呢我我又要要一啦,16,4
383,咁你寫住佢咁你咪要啲咩色嘅咁咪寫住佢囉,錦鯉寫住佢噉鯉咪要啲咩色嘅噉咪寫住佢囖,19,6
384,寫住佢咁你照佢咁做黎做起貨呢你又交貨俾人,寫住佢錦鯉𠻺照佢噉做離做起啲貨呢理又U課俾人,20,9
385,我地有陣時多過頭啊啲人落單落得多做唔切架嘛,我哋有陣時多嗰頭啊啲人落單落得多做唔切𠺢嗎,21,4
386,做唔切俾人鬧架哈哈咁冇計架,做唔切俾人鬧架噉冇計𡃉,13,4
387,咁咪唯有人人應酬一半咁囉,噉咪為有人人應U一半噉囖,12,5
388,即係你冇話佢話要咁多就俾足咁多啊你做唔切啊因為人手小啊,遮係理冇話佢話要噉多就俾捉噉多啊理做唔切啊因為人手少啊,27,7
389,咁樣做法啊咁佢都都算好彩啦咁你即係有野做啊,咁樣做法呀噉佢都都算好彩嚹噉鯉啫係有嘢做啊,21,7
390,最好做到有陣時做到訓教都未得閒訓啊要做到,最好做到有陣時做到瞓覺都未得閒瞓呀要做到,20,4
391,係呀咁你冇辦法架你你揾食就緊係咁,係呀錦鯉冇辦法𡃉理理揾揾食就梗係噉,16,8
392,最緊要有野做啊最驚冇野做架咋吓話,最緊要有嘢做啊最驚冇嘢做𡃉咋夏話,16,4
393,一冇野做就驚啊冇野做你冇收入吖嘛咁你有伙計食飯呢,一冇嘢做就驚呀冇嘢做理冇收入吖嗎錦鯉有伙記食飯呢,24,8
394,啲啲伙計係食我地架,啲啲伙記係食我哋𡃉,9,3
395,咁樣啊,咁樣呀,3,1
396,咁已經咁咪都都算托賴啊我話天公好好眷顧我地真係啊,噉意經噉咪都都算托賴啊我話天公好好罐顧我哋真係啊,24,5
397,所以咪我地同啊啊爺爺兩個拍爛檔啦我話,所以咪我哋同阿阿爺爺兩個拍爛檔嚹我話,18,4
398,總之辛苦都唔怕啦最緊要有野做,總之辛苦都唔怕嚹最緊要有嘢做,14,2
399,佢話咁又係咁我話係囉咁我地兩個都捱得架嘛咁兩個都做到野吖嘛,佢話噉又係噉我話係囖噉我哋兩個都U得𠺢嗎噉兩個都做U嘢吖嗎,29,12
400,咪咪唔怕辛苦一路一路做做下啲細蚊仔大個咁佢地出身啦,咪咪唔怕新苦一路一路做做做做吓啲細蚊仔大個噉佢哋出新嚹,25,8
401,唉你兩個唔好做啦辛苦過有啦,矮理兩個唔好做嚹辛苦過頭嚹,13,5
402,咁先至冇做之嘛,噉先至冇做U嗎,7,3
403,咁個個都出嗮身啦咁我地咪唔做囉,噉個個都出晒新嚹噉我哋咪唔做囖,15,7
404,因為佢地做到咪有有份伙食攞返黎啊咁咁嗰間屋我地都供甩咯,因為佢哋做到咪有有份火食攞返來啊噉噉嗰間屋我哋都工甩咯,27,7
405,咁咪夠皮咪算囉做人重貪乜野野啊,噉咪救皮咪算囖做人仲貪乜嘢嘢啊,15,6
406,最最緊要知足啊,最最緊擾支竹啊,7,3
407,係呀做人要知足即係同啲老友記又要好傾好講啊,係呀做人要支竹遮係同啲老友記又要好好講啊,21,4
408,好難得揾個好老友,好難得搵個好老有𡃉,8,3
409,真係架唔唔係話人人都係咁好架有啲有啲睇你唔起架嘛,真係㗎唔唔係話人人都係撳好㗎有啲有啲睇理唔起𠺢嗎,24,6
410,所以咪大家知道啲啲係咁上上下下咁好傾啊所以,所意咪大家知道啲啲係噉上上下吓噉就好傾啊所以,21,5
411,到而家都係咁好傾啊嗰幾個老友記一路都係咁,到而家都係噉好傾啊嗰幾個老友記一路都係噉,20,2
412,就係所以成日要搵黎傾下見下面啊飲餐茶啊咁囉,就所以成日要揾累傾下見吓面啊飲餐茶啊噉囖,21,6
413,咁囉有時就打場麻雀囉我就好少佢地就多,噉囖有時就打長麻著囖我就好少佢哋就多,18,6
414,因為我唔唔冇佢地打得咁快啊,因為我唔唔冇佢哋打得咁快呀,13,2
415,我少打啊咁佢地日日都打咁滯坐埋幾個,我小打呀噉佢哋日日都打咁滯U埋幾個,17,5
416,咁我就離得佢地遠啲呢,噉我就黎得佢哋遠啲呢,10,3
417,咁所以咪我打麻雀就少打,噉所以咪我打麻著就少打,11,2
418,飲茶呢佢地出黎就我呢就出黎我地嗰頭去飲茶,飲茶呢佢哋出來就我呢就出喱我哋嗰頭去飲茶,20,4
419,咪見下面都好開心架啦已經係咪傾下計啊,咪見吓面都好開心𡃉嚹已經係咪傾吓計啊,18,4
420,不過係見到嗰個就同我地最嗰個睇見佢個身體咁樣喎我都好深刻架而家,不過係見到嗰個就同我哋最嗰個睇見佢個身體噉樣我都好心牙𡃉而家,31,6
421,我驚佢有事架佢真係啊好瘦,我我驚佢有事架佢真係啊好瘦,12,1
422,不過一個人好難講啊,不過一嗰人好難講啊,9,1
423,佢係有事都都唔到你話架嗱,佢係有事都唔到你話㗎拿,12,3
424,佢佢佢隻手唔聽洗,佢佢佢隻手唔聽洗,8,0
425,嗰嗰嗰嗰啲嗰啲骨啲骨節啊嗰啲唔係咁聽洗,嗰嗰嗰嗰啲嗰啲骨啲骨折啊嗰啲唔係噉聽洗,19,2
426,所以佢佢地成日我都會打電話同佢傾計架夜晚,所以佢佢哋成日我都會打電話同佢傾偈𡃉嘢晚,20,4
427,傾兩句囉仲話早啲訓教喇你無咁夜喇佢話係喇我知架喇你唔洗擔心我呀咁,傾兩句囉仲話早啲瞓覺喇唔好咁夜喇佢話係喇我知㗎喇你唔使擔心我呀噉,32,7
428,我話咁你都早啲呀我話我係呀我十點幾就訓架喇,我話噉你都早啲嚹我話我係啊我十點幾就瞓𡃉嚹,21,6
429,晚晚十點半我就訓教架喇,擘U十點半我就瞓覺㗎喇,11,5
430,梗架啦係呀咁就五點零鐘呢個天懵懵光咁我地嗰度我唔會拉嗮啲窗簾留翻一啲,梗𡃉嚹係啊噉就哦點零中呢嗰天工檬光噉我我哋嗰度我唔會拉晒啲窗簾留翻一啲,34,13
431,咁望出去唉天光咯咁咪,噉望出去里天光嘍噉咪,10,4
432,五點半鐘到我地醒,嗯點半中到我哋醒,8,3
433,朝朝都係咁架咁咪喺床碌下碌下碌碌到六點鐘先至起身,朝朝都係噉𡃉噉咪喺床轆下轆下轆轆到六點鐘先至起新,24,8
434,去洗臉啊煲落啲麥皮啊裝好香啊咁咪去晨運囉,去洗面呀煲落啲麥皮啊裝好香啊噉咪去神運囖,20,5
435,做下運動係好架而家我地玩玩一套太極八十幾式跟師父咁就一套八段錦一套五行拳,做下運動係好𡃉而家我哋玩玩一套太極八十幾識跟司苦噉就一套八斷噉一套唔行權,36,10
436,嗰陣時有阿爺爺喺度同阿爺爺打下羽毛球而家無得打咯,嗰陣時有啊爺爺喺度就同阿爺爺打下羽毛球而家無得打囖,24,3
437,無喇啲人啲人就成日問阿爺爺啊我話爺爺升咗仙喇,冇喇啲啲人啲人就成日問阿爺爺啊我話爺爺升咗先嚹,22,4
438,咁講俾佢地聽囉,噉講俾佢哋聽囖,7,3
439,即係好啲啦係咪吖咁我話你唔好唔出黎我話出我日日都會出,即係好啲喇係咪啊噉我話啊噉你唔好唔出來啊我話出我日日都會出,26,7
440,點會唔出吖咁,點會唔出吖噉,6,1
441,佢話唔係你困住自己你唔好咁煩喇,佢話唔係你韞住自己你唔好咁煩嚹喎,15,3
442,鍾意去邊度玩就去邊度玩我話去啲仔女帶我去食野又去帶我去玩我又去去邊度都去架喇,鍾意去邊度玩就去邊度玩我話去啲仔女戴我去食嘢又去戴我去玩我又去去邊度都去𡃉嚹,38,5
443,係咪呀中心有野去玩嘅我地又去去參與嘅無所謂嘅,係咪啊中心有嘢去玩嘅我哋又去參語嘅冇所謂嘅,22,6
444,咁我地中心就又有歌唱去唱下歌仔囉,噉我哋中心又有歌唱去唱下歌仔囖,16,4
445,我地星期一下晝兩點半有個卡拉架你俾五蚊落去排隊唱歌,我我哋星期一下晝兩點半有個卡喇𡃉你俾唔蚊落去排隊唱歌,25,5
446,哈咁好經濟姐你你你鍾意去玩你咪上上去,噉好經掣啫你你你鍾意去玩你咪上上去,18,4
447,唱兩隻又好三隻又好但係你人人都要俾五蚊啊,唱兩隻又好三隻又好但係你人人都要俾唔蚊啊,20,1
448,咁佢有有一盒有一盒紙包飲品俾你,噉佢有有一盒有一盒子包嘅飲品俾你,15,3
449,咁就有有有個蛋糕仔啊咁俾你食或者係兩塊餅乾啊咁,噉就有有有個蛋糕仔啊噉俾你食或者係兩塊餅乾啊噉,23,3
450,嗰個下午茶咪幾好咁咪玩下咪,嗰個下唔茶咪幾好噉咪玩下咪,13,2
451,所費無幾幾好上去係咪呀,所費毛幾幾好上去係咪啊,11,2
452,咁有陣時我會上去架星期一,噉有陣時我我會上去㗎星期一,12,3
453,晏晝兩點半就開始喇嗰個節目,眼晝兩點半就開始喇嗰個節目,13,1
454,大家玩啊開開心心無所謂架係咪呀,大家玩啊開開心心冇所謂𡃉係咪啊,15,3
455,你你鍾意唱咩歌你咪唱咩歌囉,你你鍾意唱咩歌你咪唱咩歌囖,13,1
456,時代曲又得粵曲又得唱小調都得架無所謂架短短地咁,時代曲又得月曲又得唱小調都得𡃉冇所謂𡃉短短哋噉,23,6
457,唔好唱咁長囉因為,唔好唱咁長囉因為,8,0
458,多人排隊你唱得長人地唔洗唱咩,多人排隊你唱得長人哋唔駛唱咩,14,2
459,啱唔啱呀自己唔做呢啲野架自己唔做呢啲野架我唱短短地架咋,啱唔啱呀自己唔做哩啲嘢𡃉我唱短短哋𡃉咋,27,13
460,哈哈咁即係有啲時間俾翻其他啲老友記唱吖嘛咁,噉即係有啲時間俾返其他啲老有記唱吖嗎噉,21,7
461,做人就要咁樣唸架唔係唸住啊我鍾意唱呢隻但係呢隻歌好長,做人就要噉樣諗𡃉唔係諗住啊我鍾意唱哩隻但係哩隻歌好長,26,6
462,係要唱長啲唔可以架因為時間唔係太多吖嘛,係要唱長啲唔可以㗎因為時間唔係太多吖嗎,19,2
463,咁你你下下晝兩點半開始唱到四點半之嘛兩個鐘之嘛容乜易呀係咪呀,噉你你下下晝兩點半開始唱到四點半支嗎兩個中U乜意啊係咪啊,30,10
464,不過即係等你啲老友記喺度有得玩下咁解之嘛中心,不過即係頂你啲啲老有記喺度有得玩吓噉知嗎中心,22,8
465,咁所以我我我都係咁架唔唱長唱短嘅,噉所以我我我都係噉𡃉唔唱長嘅唱短嘅,16,4
466,短短地嗰啲唱唱隻短短地嘅咁佢地都鍾意聽我唱啊有時佢地點俾我唱啊,短短哋嗰啲唱唱隻短短哋嘅噉佢哋都鍾意聽我唱有時佢哋點俾我唱啊,31,6
467,即係我唱開邊啲佢鍾意聽,即係我唱開邊啲佢鍾意聽,11,0
468,咁佢地叫我唱邊隻咁佢地叫我唱邊隻我咪唱邊隻俾佢地聽囉,噉佢哋叫我唱邊隻噉佢哋叫我唱邊隻我咪唱邊隻俾佢哋聽囖,26,6
