NUM,EXPECTED,CXF19A_qwerty,# characters,edit distance
235,咁我後尾上左去啊嗰啲咁嘅野呢咁我問啲朋友發生咩事佢地話呢而家佢地喺度搞嗰啲人質,噉我後尾上咗去啊嗰啲噉嘅嘢呢噉我問啲朋友發生咗啲咩事佢哋話呢而家佢哋喺度搞嗰啲人至喎,39,11
236,我話吓香港人黎架佢地話你話呢架康泰旅遊巴士,我話吓係咪香港人來𡃉佢哋話你話呢格康泰U游巴士,21,8
237,在跟住呢就我地我記得嗰晚呢我阿媽一返黎一放工之後呢我地成一家三口喺度望住個電視咁樣呢,再跟住呢就我哋我記得嗰文呢我阿媽一返來一放公之後呢我哋一加三口喺度望住個電視噉樣呢,42,9
238,咁呢就好好點講呀我地我地嗰陣時係睇到好激動啦,噉呢就好好點講啊我哋我哋嗰陣時係睇到好激動喇,22,5
239,因為呢我地係真係呢我地望我地真係成晚呢我地乜野都唔做我地我地連食飯胃口都無我地成晚喺度𥄫住個電視咁樣呢,因為呢我哋係真係呢我哋望我哋真係成U呢我哋乜嘢都冇做我哋我哋連食飯為口都冇因為我哋成晚喺度夾住個電視噉樣呢,51,16
240,我地真係呢哇唉真係天佑佢地喇真係,我哋真係呢話啊真係天又佢哋嚹真係,16,6
241,至好至好唔好搞到人命出黎就得啦點知呢係真係佢地後尾真係睇住佢地咁樣呢比嗰個比嗰個比嗰條友槍斃咁,至好至好唔好搞人命出離就得拉點知呢係真係佢哋後尾真係睇住佢哋噉樣呢俾嗰個俾嗰個俾嗰條由噉槍U噉,47,13
242,即係話哇我同阿媽我地嗰陣時呢我地喺度望住個電視咁樣呢真係喊得喊到真係,即係話嘩我同阿媽我哋嗰陣時呢我哋喺度望住個電視噉樣呢真係喊嘞喊到真係,34,5
243,在跟住我老竇話呢即係即係我老竇衰囉佢猛咁望住個電即係話呢佢喺度呯呯呯之後呢佢就話唉凶多吉少啊凶多吉少喇,再跟住我老豆就話呢即係係我老豆衰囖佢U咁望住個電即係話呢佢喺度罷罷罷之後呢佢喺度之後呢可就話愛空多吉小空多拮少嚹,51,23
244,我話你可唔可以唔好講依啲咁嘅野即大佬,我就話你可唔可以唔可二唔好講啲噉嘅嘢啫大佬,18,8
245,咁係囉不過我地其實我地心如邊都知係凶多吉少,噉係囖不過我哋其實我哋心入邊都知係空多吉少,21,6
246,不過我地又唔想聽囉嗰陣時就,不過我哋又唔想我我唔想聽囖嗰陣時就,13,6
247,唉佢搞到我地情緒仲即即即係跌到呢真係,哎佢搞到我哋程歲重即即即即係跌度呢真係,18,7
248,跌到無得再跌囉咁我就後尾真係哇諗起真係,跌度冇得再跌囉噉我就後尾真係嘩諗起真係,19,4
249,諗起就好激動你唔覺得嗰陣時好激動咩,諗起就好激動你唔覺得嗰陣時好激動咩,17,0
250,你有無你嗰陣時係唔係現場睇住架全港都喺度睇住啦大佬哇嗰陣時真係好,你有冇你嗰陣時係唔係現長睇住架傳講都喺度睇住喇大佬嘩嗰陣時真係好,32,6
251,我真係其實我真係以為呢嗰嗰嗰條友呢係唔會唔會開槍殺人啦,我真係其實我真係意為呢嗰嗰嗰條由呢係唔會唔會開窗殺人囖,27,4
252,點知佢真係佢俾佢俾佢殺嗮差唔多,點知佢真係佢俾佢殺嗮唔多,15,3
253,差唔多一半嗰啲即係話差唔多一半嘅人質囉咁,差多一半嗰啲人即係話差唔多一半嘅人至囖噉,20,5
254,咁哇嗰陣時我諗起都就黎想喊啊嗰陣時真係好激動好激動,噉話嗰陣時話我諗起都就黎想喊囖嗰陣時真係好激動好激動,25,4
255,係囉嗰陣時係我第一次呢即即係話呢睇即係,係囖嗰陣時係我第一次呢即即係話呢睇即係,19,1
256,我喺電視呢睇睇過嗰啲咁嘅炸彈嗰啲咁嘅恐怖襲擊啊嗰啲咁嘅九一一我都聽過喇,我喺電視呢睇嗰啲噉嘅炸蛋嗰啲噉嘅恐部習激啊嗰啲噉嘅搞一一我都聽過嚹,35,11
257,不過嗰陣時呢點點解我會覺得咁咁印象深刻呢就係我就係以為點解呢啲會發生喺點解依啲可能係係我朋友識嘅朋友即係我朋友嘅朋友黎嘅依啲依啲係依啲全部都係依班全部都係香港人黎嘅,不過嗰陣時呢點點解我會覺得咁咁印象心黑呢就係我就係意為點解依啲會發生喺點解依啲可能係係我我朋有色嘅朋友即係話我朋友嘅朋友離嘅依啲係依啲全部都係依班全部都係香港人離嘅,82,12
258,依度可能呢有啲識嘅人喎,姨度可能呢有啲色嘅人𡃉喎,11,3
259,吓同埋我喺度諗緊依依個會對菲律嗰班菲律賓人嗰啲咁嘅即即係香港人對菲律賓人嗰啲印象會點呢,夏同埋我喺度諗緊姨依個會對飛U嗰嗰班飛U賓人嗰啲噉嘅即即係香港人對飛U婚人嗰啲象會點呢,43,12
260,嗰陣時都已經唔係幾好啦成佢地成日都鍾意呢話呢啲菲律賓人係咩阿四阿嗰啲咁嘅名架嘛,嗰陣時都已經唔係幾好喇成日佢哋成日都鍾意呢話啲飛U賓人呢係啲咩啊四啊嗰啲噉嘅名𠺢嗎,39,13
261,嗰陣時呢同埋我記得呢第二朝早呢我舊嗰個嗰個僱傭呢佢佢已經一早搬走咗佢第二朝早呢竟然打俾我地話對唔住,嗰陣時呢同埋我記得呢第二朝早呢我舊嗰個嗰個故溶呢佢佢咦一早搬走咗佢第二朝早呢竟然打俾我哋話對唔住,49,5
262,我真係以為唔知點解班菲律賓菲律賓人唔係咁架我唔知點解依啲咁嘅事會發生,我真係以為唔知點解班飛U飛U賓人唔係噉𡃉我唔知點解依啲噉嘅事會發生,34,8
263,即係我話你唔好即即係話依個真係呢唔止係對香港人有影響嘅又係對嗰班菲律賓人有影有好大嘅影響嘅,即係我話你唔好即即係話依個真係呢唔止係對香港人有影響嘅有係對嗰班飛U賓人幼影有好大嘅影響嘅,45,4
264,咁所以我嗰陣時我第二朝早呢係度我同我舊嗰個喺度傾計嗰陣時我地喺度喊,噉所意我嗰陣我第二朝早呢喺我同我舊嗰個呢喺度傾計嗰陣時呢我哋喺度喊,33,8
265,我話你唔好咁啦我知你地唔係咁嘅,我話你唔好噉喇我知你哋唔係噉嘅,15,4
266,依依條友傻嘅,依依條由傻嘅,6,1
267,係囉嗰陣時真係唉唉講完了,係囉嗰陣時真係里哎講完嚹,12,3
268,再講嘅話我真係會喊架嗰陣時真係好激動好激動,再講嘅話我真係會喊㗎嗰陣時真係好激動好激動,21,1
269,嗰陣時係真係你嗰陣時睇睇住你你係咪睇住發生吖,嗰陣時係真係你嗰陣時睇睇住你你係唔係睇住發生吖,22,2
270,你嗰陣時覺得點吖你同我講,你嗰陣時覺得點吖你同我講,12,0
271,我唔覺得唔止恐怖我覺得點解依依件事會依啲咁嘅野會發生架真係,我唔覺得唔止恐部我覺得點解依依件事會依啲噉嘅嘢會發生𡃉真係,29,4
272,普通話迷迷糊糊的童年哈哈,猕猕糊胡得糖粘,12,11
273,我同年呀,我同年呀,4,0
274,開心過而家啦,開心過而家啦,6,0
275,不過都唔係好開心嘅,不過都唔係好開心嘅,9,0
276,小學嗰陣時,小學嗰陣屎,5,1
277,小學嗰陣時嘅,小學嗰陣屎嘅,6,1
278,在跟住後尾我大個大啲嗰陣時唔知點解有啲有啲人呢就唔係幾好嘅,再跟住後尾我大個大啲嗰陣時唔知點解有啲有啲人呢就唔係幾好嘅,29,1
279,搞屎棍啦吓成日笑我囉咁,餃屎棍嚹下成日笑我囉噉,11,4
280,咁我以前就鍾意我係大喊包黎嘅,噉我意前其實中意我係大喊包離嘅,14,6
281,咁就後尾我俾我老竇鬧完幾餐之後呢我就唔再係大喊包啦,噉就後尾我俾我老豆鬧園幾餐之後呢我就唔再係大喊包喇,25,4
282,咁我呢就反而走過去呢即即係話呢攪拌人呢唔好再咁喇,噉我呢就粉而走過去呢即即係話呢叫班人呢唔好再噉嚹,24,6
283,咁就吓係囉,噉就下係囖,5,3
284,有一次啦一次一次姐,有一次啦一次一次啫,9,1
285,我好似同你講過我十年班嗰陣時呢我老竇話呢有三個月唔準出街呀吓,我好似同你講過我十年班嗰陣時呢我老豆話呢有三個月唔准出街啊下,30,4
286,結嗰呢佢講完嗰個禮拜之後我走左去同班朋友去去海洋公園,結過呢佢講完嗰個禮拜之後我走咗同班朋友去去海洋公園,26,3
287,點幾兩點先返屋企,點幾兩點先返U企,8,1
288,在跟住佢真係哇我老竇嗰陣時真係好嬲囉,再跟住佢真係嘩我老豆嗰陣時真係好褸囖,18,5
289,吓咁之後呢不過之後佢都唔同我講過呢唔準出街,下噉之後呢八過之後佢都冇同我講過你唔准出街,21,6
290,因為呢即即係話呢佢覺得呢如果叫個細佬哥唔好出街呢係真係有啲佢覺得佢自己覺得呢對對細佬哥嗰啲咁嘅,因為呢即即係話呢佢覺蛋呢如過叫個細佬哥唔好出街呢係真係有啲佢覺U佢自己覺蛋呢對對細老哥嗰啲噉嘅,47,6
291,嗰陣都算唔算係發育嗰陣時都係十六歲,嗰陣時算唔算係發肉啊嗰陣時都係十六歲,17,3
292,即係佢佢覺得呢即係話年輕人應該多啲出去社交囉,即係佢佢覺得呢即係話年興人應該多啲出去寫膠囖,22,4
293,所以佢之後都無無阻止過我出街啦吓,梳意佢之後都冇冇咗指過我出街啦下,16,7
294,哦我老竇以前呢成日好鍾意鬧我呢即係揸筷子嗰個嗰個嗰個勢呢嗰個嗰個方法呢唔係唔係方法即係呢佢話我手勢唔好喎,哦我老豆意前呢成日好鍾意鬧我呢即係揸筷子嗰個嗰個細呢嗰個嗰個方法呢唔係唔係方法即係呢佢話我手細唔好喎,52,6
295,咁其實由細到大都係俾佢咁鬧啦,噉其實游細到大都係俾佢噉鬧喇,14,4
296,咁就規矩呀,噉就規U呀,5,2
297,無乜囉因為我地又唔係用鍾意用公筷嗰啲咁嘅人啊,冇乜囉因為我哋又唔係用中意用功快嗰啲噉嘅人啊,22,6
298,我地又唔會即係話食飯之前祈禱啊,我哋有唔會即係話食飯之前祈禱啊,15,2
299,又唔會咩即係話呢啲餸啲餸呢一上檯之後咪食囉,有唔會咩即係話呢啲放啲送呢一上檯之後我哋食囖,21,6
300,一定要食嗮囉,一定要食嗮囉,6,0
301,係囉唯一個唯一個規矩就係要食嗮囉因為我老竇老母兩個都唔鍾唔係鍾意嘥嘥野吓,係囉唯一嘅為一個規U就係要食晒囖因為我老豆老母兩個都唔鍾唔係鍾意即係即係嘥嘥嘢下,36,12
302,多做咩啊多,多做咩呀多,5,1
303,通常呢我最得人驚嗰啲夢呢就係呢有人呢有人,通常呢我最得人驚嗰啲夢呢就係呢有人呢有人,20,0
304,我會企喺飛機嗰個門口邊邊啦,我會企喺飛機嗰個門口邊邊啦,13,0
305,在跟住有人推我囉嗰啲最得人驚,再跟住有人推我嗰啲最得人驚嘅,14,3
306,因為呢咁即係話我突然間呢又即即係話好似即即係話我由上高咁樣樣跌落黎呢,因為呢我敢即係話我特然間呢又即即係話好似即即係話我油上高噉樣樣跌落離呢,34,6
307,再跟住呢唔知點解呢通常呢嗰啲好恐怖嘅,再跟住呢唔知點解呢通常呢嗰啲好恐部嘅,18,1
308,因為我真係我真係覺得我喺度跌緊咁樣嗰個感覺,因為我真係我真係覺得我喺度跌𡁵噉樣樣嗰個感覺,21,3
309,不過通常我會起返身嘅,不過通常我會起返身嘅,10,0
310,咁樣嘅突然間,咁樣嘅打然間下,6,2
311,不過最恐怖嗰啲呢就係呢可能有人喺度喺度追緊即係即係想追殺我咁樣樣囉,不過最恐部嗰啲呢就係呢可能有人喺度喺度追緊即係即係想追殺我噉樣樣樣囖,33,4
312,嗰啲都好恐怖吓,嗰啲都好恐部下,7,2
313,咁你平時會唔會記得你啲夢呢,噉你平時會唔會記得你啲夢𡃉,13,2
314,有啲即係好印象好深刻嘅,有啲真係好印象好深黑嘅,11,2
315,因為有啲呢係真係呢唔知過左幾個禮拜之後即係會由夢呢變到真係真係發生架囉,因為有啲呢係真係呢唔知過咗幾個禮拜之後即係會油夢呢變到真係真係發生㗎囉,35,3
316,有時彩色有時黑白,有時彩色有時刻白,8,1
317,通常都係彩係囉有時彩色有時黑白囉吓,通常都係彩係囖有時彩色有時黑伯囖下,17,4
318,無我啲夢都好唔同架,冇我啲夢都好唔同架,9,1
319,我頭先有話有嘅,我頭先有話有嘅,7,0
320,唔係咪咪咪有點講呀有一次呢我發左一個夢呢我朋友呢喺夢入邊我朋友同我講呢我我我走啦我搬去美國啊,唔係咪咪咪有點講啊有一次呢我發咗一個夢呢我朋友呢喺夢入邊我朋友同我講呢我我我走喇我搬去美國啊,46,3
321,結嗰幾個禮拜之後呢真真係呢我朋友真係同我講我好我搬去美國喇,結過幾個禮拜之後呢真真係呢我朋友真係同我講我好我搬去美國嚹,29,2
322,後尾我搬囉不過係真係有發生即係話佢真係呢同幾個禮拜我發完嗰個夢幾個禮拜之後呢佢就話啊我我可能搬去美國我話吓,後尾冇波囉不過係真係有發生即係話佢真係呢同幾個禮拜我發完嗰個夢幾個來拜之後呢佢就話啊我我可能搬去美國我話吓,53,3
323,我幾個禮拜之前呢發左個夢我就,我幾個禮拜之前呢發咗個夢我就,14,1
324,佢話吓哦哦,佢話吓哦哦,5,0
325,會會,會會,2,0
326,我跌即係即係話呢由飛機跌落黎嗰啲我成日都即係話呢我會喺跌落黎嗰半途會突然間起身嘅,我跌即係即係話呢油飛機跌咯離嗰啲我成日都即係話呢我會喺跌落離嗰半圖會特然間起新,40,8
327,真係好得人驚啊,真係好多人驚呀,7,2
328,控制唔到,行制唔到,4,1
329,控制唔到架係要等我起身為止架,行制唔到𡃉係要等我起新為子,14,5
330,好少架因為我啲夢呢通常都係我控制唔到我啲夢架,好少㗎因為我有啲夢呢通常都係我控制唔到我啲夢𡃉,22,3
331,即係話呢我一發一個夢呢我就要等到我起身為止我先可以點講呀,即係話呢我一發一個夢呢我就要等到我起新為子我先可以點講啊,28,3
332,即係話我無乜控無乜控制能力啦係呀,即係話冇乜控U乜控制能力喇係啊,16,5
333,所以呢我就覺得發即係訓教有時好得人驚架呢就係因為呢如果呢日頭嗰陣時發生做啲唔知咩事嘅話我一訓教可能會再發啲類似即即係我可能會發惡夢咁樣呢所以我好驚啊有時吓,所以呢我就覺得發即係瞓覺嗰陣時好得人驚𡃉呢就係因為呢如果呢日唞嗰陣時發生咗啲唔知咩事嘅話我一瞓教可能會再發啲類似即即係我可能會發愛夢噉樣呢所以我好驚啊有時下,77,11
334,我好怕蛇架,我好怕蛇㗎,5,1
335,我本身好怕蛇架,我本新好怕蛇㗎,7,2
336,驚啲咩呢我驚死囉,驚啲咩呢我驚死囉,8,0
337,吓驚無朋友囉,下冇朋友囖,6,4
338,因為我覺得呢無朋友好孤單囉,因為我覺蛋呢冇朋友好姑蛋囖,13,5
339,不過我唔係係話驚無朋友嘅因為呢我不摟都,八過我唔係話驚冇朋友嘅因為呢我不嬲都,19,4
340,即即係話唔止係朋友啦如果阿媽阿爸有一日呢突然間呢唔知去左邊呢我會好驚呀,即即係話唔止係朋友如果阿媽阿爸有一日呢特然間呢唔知去咗邊呢我會好驚啊,35,4
341,親戚朋友死嗮不過我無死,親U朋友死晒不過我冇死,11,3
343,我老竇比較少啲驚啲野,我老豆比較小啲驚啲嘢,10,3
344,通常即係我驚嗰啲野佢全部都唔驚,通常即係我驚嗰啲嘢佢全部都唔驚,15,1
345,佢佢又無其即係話佢係比較大膽啲囉我老竇吓,佢佢又冇奇即係話佢係比較大膽啲囖我老豆下,20,5
346,吓係囉比較少啲驚係囉係囉,下係囉比較小啲驚係囖係囖,12,4
348,唉我老竇呀,哎我老竇呀,5,1
349,佢就係佢就係嗰廷呢即係話呢依如果佢唔揾人去嗌交呢就佢就會覺得好唔安樂架囉,佢就係佢就係嗰停呢即係話呢依如果佢唔揾人去嗌交呢佢就佢就會覺得好唔安樂𡃉囖,36,4
350,哈哈即係一日唔覺唔同人地嗌交嘅話佢就會覺得呢啊有啲野唔妥咁樣囉吓,即係一日唔覺唔同人哋嗌交嘅話佢就會覺得呢啊有啲嘢唔U噉樣囖下,32,8
351,佢佢佢佢呀,佢佢佢佢呀,5,0
352,佢就係即即係話呢佢諗野係有邏輯嘅不過呢係有邏輯到佢一定呢要將佢嗰啲諗法呢推去其他人嗰度呢,佢就係即即係話呢佢諗嘢係有邏輯嘅不過呢係有邏輯到佢一定呢要將佢嗰啲諗發呢推去其他人嗰度呢,44,2
353,即係話呢如果你唔咁樣樣囉,即係話呢如果你唔咁樣樣囉,12,0
354,吓所以呢我以前成日都拗同佢拗得好犀利嘅因為我覺得我老竇好頑固,下所以呢我意前成日都扣同佢扣得好犀利因為我覺得我老豆好環顧,30,8
355,有陣時太頑固喇,有陣時太還顧嚹下,7,4
356,係啊即即係話呢如果你唔同意佢嘅唸法呢佢都唔會理你,係呀即係即係話呢如果你唔同意佢嘅諗法呢佢都唔會理你,24,3
357,佢即係話呢我要講到你信我為止咁樣囉,佢即係話呢我要講到你信我圍子噉樣囖,17,4
358,即係好多人呢就會放棄啊啊咁樣即係即係唉算吧啦你唸咩就唸咩啦,即係好多人呢就會放氣呀啊噉樣即係即係位算把喇你諗咩你就諗咩喇,29,10
359,不過我老竇唔會話唔會咁架,不過我老豆唔會話唔會噉𡃉,12,3
360,佢會話你聽清楚咁樣咁樣咁樣咁樣咁樣就跟住佢好長氣添架吓,佢會話你聽清楚咁樣咁樣咁樣咁樣咁樣就跟住佢好佢好長戲添㗎夏,27,5
361,哦我地唔信教又唔拜神依啲咁嘅野架喎,哦我哋唔信覺又唔百神依啲噉嘅嘢𡃉喎,17,6
362,重陽嗰陣時可能會拜下我啊婆囉,從陽嗰陣時可能會去拜下我阿婆囖,14,4
363,吓聖誕呀,下聖誕呀,4,1
364,聖誕聖誕可能,聖誕聖誕可能,6,0
365,整個聖誕樹出黎囉可能,整個聖誕樹出離囉可能,10,1
366,我地我地唔鍾意搞節日依啲咁嘅野架喎,我哋我哋唔鍾意搞節日依啲噉嘅嘢𡃉喎,17,5
367,我我依幾即係我地特別係近依幾年我地都少啲去同啲親戚食飯啦,我我衣幾即係我哋特別係近衣幾年呢我哋都小啲去同啲親U食飯喇,28,8
368,吓咁而家而家就算新年啊呢啲咁嘅大節日呢我都會跟啲朋友我自己會出街同啲朋友一齊過囉,下噉而家而家就算新年啊依啲噉嘅大節日呢我都會跟啲朋我自己會出街通啲朋友一齊過囖,40,7
369,不過我阿媽阿爸會留喺屋企咁樣發吽豆,不過我阿媽阿U會流喺U企噉發吽豆,17,5
370,佢地佢地依幾年好頹廢哈,佢哋佢哋衣幾佢哋衣幾年好U費,11,10
371,哈佢地無依個完全無依個出街嘅意圖囉,佢哋冇依個完巡冇依個出街嘅意圖囖,17,6
372,吓所以吓,下所以吓,4,1
373,都唔係老嘅即即係話佢地哎即係話佢地唔唔係好想出街囉,都唔係老嘅即係即係話佢哋即即係話佢哋唔唔係好想出街囖,25,5
374,即係佢地覺得我後生所以我應該去出多啲街咁樣囉,即係佢哋覺得我後生所意我應該去出多啲街噉樣囖,22,4
375,不過佢地自己無依個唸意圖啦吓,不過佢哋自己冇依個諗意圖喇下,14,5
376,回族苗族蒙古族哈,回逐苗U忙估U哈,8,5
377,漢族漢族人多,漢逐漢逐人多,6,2
378,唔係我講笑,唔係我講笑,5,0
379,咩族呀,咩續呀,3,1
380,你講緊即係即係即係中國吖定係咩呀,你講𡁵即係即係即係中國吖定喺咩啊,16,3
381,中國人梗係我嗰邊就梗係鬼佬多啦,中國人梗係我嗰邊就梗係鬼佬多喇,15,1
382,我嗰邊係鬼佬多嘅,我嗰便係鬼佬多嘅,8,1
383,我嗰邊都唔少香港人住嘅,我嗰便都唔少香港人住嘅,11,1
384,不過有好多香港人呢都係揸其他國家啲護照嘅即係其他國籍嘅,不過有好多香港人呢都係揸其他國家啲護照嘅即係其他國U嘅,27,1
385,嗰邊我地嗰邊都好多人係揸英籍啊或者加籍嗰啲咁架囉,嗰便我哋嗰便都好多人係揸英直啊或者家直嗰啲噉嘅囖,24,9
386,其實我地成家以前都揸架哈哈,其實我哋成加以前都揸𡃉,13,5
387,係係囉,係係囉,3,0
388,夾唔埋夾唔埋,夾唔埋夾唔埋,6,0
389,視乎即係,視乎即係,4,0
390,即係話呢可能因為鬼佬即係即係話呢係啲鬼佬同埋啲好多事,即係話呢可能因為個鬼佬即係即係話呢係啲鬼佬同埋啲好多事,26,1
391,嗱依個唔係真係每即係,拿依個唔係真係每即係,10,1
392,但係不過呢好多時都係啲鬼佬群住啲鬼佬在跟住啲唐群住啲唐人嘅,但係不過好呢多時呢都係啲鬼佬裙住啲鬼佬再跟住啲堂裙住啲堂人𠸏,29,9
393,不過呢我其實我即即係話呢啲點講呀係啲細佬哥啊同埋啲年輕人呢先會搞依啲咁嘅小圈子嘅,不過呢我其實我即即係話呢啲點講呀係啲細佬哥呀同埋啲啲年青人呢先會搞依啲噉嘅小U子𠸏,40,6
394,即係話呢啲成人啲嗰啲成人呢通常都係見開啲睇開啲咁樣嘅,即係話呢啲成人啲嗰啲成人呢通常都係見開啲睇開啲噉樣嘅,26,1
395,所以佢地所以就俾即即係話呢一到好似我阿媽老竇呢嗰啲嗰班嗰啲咁嘅歲數嗰啲人呢佢地就會好夾嘅吓,所以佢哋就所以就俾即即係話呢一到好似我媽路豆呢嗰啲嗰班嗰啲噉嘅歲數噉嘅人呢佢就會好夾嘅下,45,10
396,不過呢我依啲咁嘅歲數呢或者比我細啲架呢佢地就會鍾意搞嗰啲鬼佬啊唐人嗰啲咁嘅即即係小圈子咁樣,不過呢我依啲噉嘅歲數呢或者俾我細啲𡃉呢佢哋就會鍾意搞一啲鬼佬啊堂人嗰啲噉嘅即即係話小U子噉樣,45,10
397,所以我覺得就有啲我住嗰頭呢即係即係話我覺得好失望架呢就係呢佢地成日都搞,所以我覺得就有啲我住嗰頭呢即係話即係我覺得好失望架呢就係呢佢哋成日都搞,35,3
398,即係話要一定要啲啲啲小圈子呢全部都係一個一個種族或者一個一班學校同一般學校嗰啲人,即係要一定要啲啲啲小U子呢全部都係一個一個種逐啊或者一個一班學校同一班學校嗰啲人,40,5
399,即係無嗰啲咁嘅嗰嗰啲嗰個囉吓,即係冇嗰啲噉嘅嗰嗰啲嗰個囖下,14,4
400,得,畫,1,1
401,哇最你知唔知我同你講啊最得意嘅同埋最得意嘅細佬歌全部都係混血兒黎嘅,話最你知唔知我同你講啊最得意嘅同埋最得意嘅細佬哥全部都係運月移離𡃉,33,7
402,梗係啦,梗係喇,3,1
403,哇依個問題好難答喎,話依個問題好難搭喎,9,2
404,真係好難你可唔可以講得清楚啲呀,真係好難你可唔可以講得清楚啲啊,15,1
405,哦我我我自己覺得唔會囉,哦我我我自己覺得唔會囖,11,1
406,即即係我話呢如果你信如果你信某一個宗教嘅話呢係咪叫宗教呀我覺得你你處事一個即係視乎情況啦,即即係話呢如果你信如果你信嗎一個中教嘅話呢係咪叫中教啊我覺得你處事一個即係視U情放喇,44,9
407,不過通常係真係好唔同架即係處事方法,不過通常係真係好唔同𡃉即係U事方法,17,2
408,我梗係得啦,我梗係得啦,5,0
409,哈哈洗乜講呀,駛乜講呀,6,3
410,哎呀我老竇好鍾意睇相,哎廿我老豆好鍾意睇上𡃉,10,4
411,哈哈所以所以呢搞佢佢搞到我呢都好鍾意注意呢啲咁嘅野架,所以所以呢搞佢佢搞到我呢都好鍾意蛀意依啲噉嘅嘢𡃉,26,7
412,第一你梗係其實呢你想你想知一個人呢佢佢點架呢我老竇成日都同我講你唔好除左塊臉之外你要睇下佢著啲咩鞋,第一你梗係其實呢你想你想支一個忍呢佢佢點𡃉呢我老豆成日都通我講你唔好除咗塊面之外你重要睇下佢著啲咩鞋,49,8
413,你你你會唔會哦我驚我講嘅話我會我會,你你你會唔會哦我驚我講嘅話我會,17,2
414,無所謂呀,無所謂呀,4,0
415,我我我會,我我我會,4,0
416,所以我即即係話呢個係例子黎嘅不過呢即係話呢我老竇呢通常呢就睇即即係話呢佢一睇睇佢一望一眼佢就會知嗰個人係點架喇,所意我即即係話依個係例子離嘅不過呢即係話呢我老豆呢通常呢就睇即即係話呢佢一睇睇佢一望一眼佢就會知嗰個人係點𡃉嚹,55,6
417,咁呢佢就開始佢佢咁即係話呢即係依個影響到我呢所以呢,噉呢佢就開始佢佢噉即係話呢即係依個影響到我呢所意呢,25,3
418,通常我都係比較即係即係對依啲比較敏感囉,通常我都係比較即係即係對依啲比較文噉囖,19,3
419,即即係話尖銳囉即係話咁樣囉,即即係話尖瑞囖即係話噉樣囖,13,4
420,兩個都識啊,兩個都識呀,5,1
421,我同你講野嗰陣時都係用英文架啦,我同你講講嘢嗰屎都係用英文𡃉喇,15,6
422,其實我覺得而家好,其實我覺得而家好,8,0
423,英文呢我通常通常我都會同我啲朋友講英文嘅,英文呢我通常通常我都U同我啲朋友講英文嘅,20,1
424,吓不過呢近期呢我就多啲講白話囉,下不過呢近琪呢我就都啲講白畫啦,15,5
425,因為呢我頭後尾轉校嗰陣時呢我啲朋友全部都係即係鍾意講白話多啲囉即係話,因為呢我頭後尾轉校嗰陣時呢我啲朋友全部都係即係鍾意講白話多啲囖即係話,34,1
426,課堂外鍾意講白話,貨堂外鍾意講白話,8,1
427,不過呢我由細到大呢通常都係同我啲朋友講英文嘅,不過呢我油細到大呢通常都係通我啲朋友講英文嘅,22,2
428,所以呢我係同英即係話比較熟啲英文嘅,所以呢我係同英即係話比較熟啲英文嘅,17,0
429,即即係話呢如即係話呢我最熟英文再跟住白話因為有白話我成日都會即係同近依幾排呢就會同啲朋友傾講囉同埋,即即係話呢如即係話呢我最熟英文再跟住白話因為有白畫我成日都U即係同近依幾排呢就會通啲朋友傾港囖同埋,49,5
430,我不嘍都係同我媽講白話嘅,我不嬲都係同我阿媽講白畫嘅,12,3
431,咁呢普通話就喺,噉呢泡通話呢就喺,7,3
432,我就同老師講囉吓,我就同老師缸囉下,8,2
433,有幾可呀,有幾可呀,4,0
434,無幾可喎其實即係話我識講我係流利嘅不過呢係真係你講即係詞語呀嗰啲我就比較識少啲啦吓,冇幾可喎其實即係話我識講我係留脷嘅不過呢係真係你講即係話遲語啊嗰啲我就比較識小啲喇下,41,9
435,會同老師講囉或者呢即係話我唔識講英文或者白話嗰啲朋友講囉吓,會同老師講或者呢即係話我唔識講英文或者白畫嗰啲朋友講囖下,29,4
436,識講啲法文啦,識講啲發文啦,6,1
437,你知我啦吓,你知我啦下,5,1
438,識講啲俄文囉好似你咁囉,識講啲哦文啦好似你噉囖,11,4
439,其實應該係俄文呀唔係俄文啊,其實應該係哦文啊唔係哦文啊,13,3
440,我老竇囉,我老豆囖,4,2
441,不過不過呢唯一我唯一好失望就係我細個嗰陣時好反叛我唔肯就死唔肯學法文,不過不過呢為一我唯一好失望就係我細個嗰陣時好反U因為我唔鍾意我老豆所意我唔肯我就死唔肯學發文,34,15
442,而家有啲遺憾囉因為呢如果我由細到大都同我老竇傾嘅話呢我就會比較流利啲囉吓,而家有啲為U喇因為呢如果我油細到大都同我老豆傾嘅話呢我就會俾較留脷啲囖下,36,10
443,英文囉或者白話囉,英文囖或者白畫囖,8,3
444,好少撞到人喺嗰邊講普通話嘅吓,好少撞倒人喺嗰便係講舖通話嘅下,14,5
445,算係啦吓,算係喇下,4,2
446,你我鍾意你成日我我知你成日都鍾意笑我唔係雙語架啦,你我鍾意你成日我我我知你成日都鍾意笑我唔係傷U𡃉喇,24,5
447,哈咁咪我自己覺得係囉吓,噉咪我自己覺得係囖下,11,4
448,因為因為呢我啲白話呢都算係流利嘅,因為因為呢我啲白話呢都算係流夜,16,2
449,不過呢係因為唉因為我讀國際學校嘅所以呢就係個嗰陣時少啲講嘅,不過呢係因為唉因為我讀國制學校嘅噉所意呢就細個嗰時少啲講嘅,29,5
