NUM,EXPECTED,C1F74A_qwerty,# characters,edit distance
487,譯英,翼英,2,1
488,冇咁好有陣時英譯中冇咁好,冇咁好某陣時英育中冇咁好,12,2
489,都有呢啲噉噉樣嘅嘢,都有利啲咁樣嘅嘢,9,3
490,都有,都有,2,0
491,不過我識啲人呢多數兩樣都識,一個我識啲人呢多掃兩養都識,13,4
492,所以就冇問題,躲二就冇問題,6,2
493,好難喎,好難喎,3,0
494,一時間諗唔到喎,一時間攬唔倒喎,7,2
495,一時間諗唔到啊,一時間攬唔到,7,2
496,唔好諗住啦,倒攬住啦,5,3
497,有,豆,1,1
498,有,豆,1,1
499,好似你哋講嘅英文我聽得唔係,好次你哋講嘅英文我聽得唔係,13,1
500,好十足聽得唔係好清楚,好十足聽得唔係好清楚,10,0
501,因為我,丹我,3,2
502,我學嘅英文呢,我學嘅英文U,6,1
503,嗰啲音呢冇,哥啲音嘞冇,5,2
504,唔係咁同,唔係咁U,4,1
505,我係英式嘅,到係英色嘅,5,2
506,我喺香港學吖嘛,到喺張董學安马,7,5
507,係英國口音㗎嘛,第應角口音她马,7,5
508,你哋嗰啲美音呢,哋哋嗰啲没音U,7,3
509,即係美國式嗰啲,遮係没覺識個啲,7,5
510,音呢係有啲唔同,音囉係有啲唔同,7,1
511,你唔使講咩,哋唔使講咩,5,1
512,中國北方人,終角啪方人,5,3
513,講嘅英文,講嘅英文,4,0
514,同南方人講嘅英文都唔同咗,同嵐方人講嘅英文都唔同咗,12,1
515,我哋聽到,我哋聽倒,4,1
516,我哋識分,我哋識分,4,0
517,好似佢哋,好次佢哋,4,1
518,捲脷啲嘅,管離啲嘅,4,2
519,捲啲就,管離就,3,2
520,南方嗰啲就咬字好似好清,藍方嗰啲就咬置咬指好次好清,11,5
521,佢哋噉嗰啲嗰條舌啊捲脷,隊哋噉嗰啲嗰跳U啊館離,11,5
522,你哋或者一概當佢哋唔係你哋嗰啲,哋哋或者一U筒佢哋唔係理哋嗰啲,15,4
523,其實就有啲分別,離手就有啲分別,7,2
524,中國,中角,2,1
525,咁多省,咁多生,3,1
526,語言好多中國嘅,語言好多中角嘅,7,1
527,即係淨係廣東省都有幾種語言,遮係正係講通龙都有幾種語言,13,5
528,好似我嗰度廣西呢都有幾種語言,好次我歌度講西嘞都有幾種,14,6
529,每一省裏邊呢都分幾種語言,代一生裏邊囖都幾瞓語言,12,5
530,所以呢全國嘅語言太多,朵以哩轉角嘅語言太多,10,4
531,發音太多,鬥音太多,4,1
532,所以咪唔同囉,躲以咪唔同囖,6,2
533,哇我唔我冇機會去比較喎,喇我我冇機會去俾較喎,11,3
534,我淨係住喺多倫多咋噃其他都,U正係住喺多短多嘍我地他都,13,6
535,其他冇啊,其他冇啊,4,0
536,我都,到都,2,1
537,第二個城市冇得比較,第二個成成市冇得比較,9,2
538,吓哇,特話,2,2
539,最多去去過溫哥華㗎咋其他嗰啲都未去過,對多去去個登歌打嘅咋離他我都尾去個,18,11
540,所以冇得比較,朵意冇得比較,6,2
541,呢個溫哥華我覺得同多倫多都好似一樣,啲個登多打我覺得同多短多都好次一樣,17,6
542,好似都即係我啲親戚喺溫哥華,好次都姐係我啲真即喺登多打,13,7
543,佢哋住咗又係,佢哋住咗又係,6,0
544,二三十年嗰啲啦,二三十連嗰啲呀,7,2
545,但我覺得同你哋嗰啲都一樣,但我覺得同理哋嗰啲都一樣,12,1
546,其他我冇得比較,離他我冇得比較,7,1
547,好少囉,倒少囉,3,1
548,去過邊呀,去個邊呀,4,1
549,哇要要講,打要要講,4,1
550,要講最早最早,要講最早最早,6,0
551,就,豆,1,1
552,中國好多城市啦,冬角好多成市啦,7,3
553,北京上海啊廣州啊嗰啲桂林啊,得經上海啊種U啊嗰啲貴U啊,13,6
554,吓嗰啲,嗰啲,3,1
555,都都去過啦,都刀去去個啦,5,3
556,噉就,抌就,2,1
557,香港澳門啦噉之後美國,張洞堵典啦咁之後哋覺,10,7
558,美國好多,哋覺好多,4,2
559,大城市啦啦嗰啲噉樣㗎啦,大成屎啦拉嗰啲噉樣啦,11,4
560,噉啊,抌啊,2,1
561,啦去過幾次啦,去個幾至啦,6,3
562,仲有咩,仲有咩,3,0
563,我都去過吓賭嘅賭嗰個出名㗎賭,我都去個桃头好出名啊,14,9
564,仲有邊度,動有邊度,4,1
565,仲有一間賭場嗰度有去過,動有一間都去個,11,7
566,就,豆,1,1
567,馬來西亞啦,馬嚟西阿啦,5,2
568,仲有邊度啊,仲有邊度呀,5,1
569,冇喇加拿大淨係去過溫哥華,冇呀啦嗱大正係去個登多打,12,8
570,仲有咩啊,仲有咩,4,1
571,滿地可嗰啲啦,滿哋可嗰啲囖,6,2
572,仲仲有邊度啊呢個,動仲有邊度得哎個,8,3
573,有時間所以而家啲腦啊我哋去遊船河去邊啊,所以而家去邊度好啊我哋而家去又算河去邊啊,19,11
574,阿拉斯加,打U啲家,4,4
575,我仲有啊呵墨西哥又去過啦,到仲有嗯麥西哥又去個啦,12,5
576,仲有墨西哥隔離嗰度,仲有特低多夾離嗰度,9,4
578,係咪啊,係唔係啊,3,2
579,係,係,1,0
580,啊日本呢吓嗎,日本囉下話,6,4
581,最最難忘係邊度,對欄網係邊度,7,4
582,好難講,好蘭講,3,1
583,好多地方都好難忘,倒多地方都好蘭蒙,8,3
584,即係呢啲旅遊嗰啲就冇咩難忘,爹係哩啲裏又嗰啲就冇咩蘭蒙,13,6
585,探親嗰啲就有難忘,擔真嗰啲就有欄望,8,4
587,嗰啲所難忘㗎呢就係,朵啲所拿望嘅囖就係,9,5
588,係係傷心嘅故事嗰啲唔想講,係係雙新嘅故時嗰啲唔想講,12,3
589,真係好似冇乜開心嘅講真,因係好似冇乜開三個喎,11,5
590,呢個溫哥華,啲個單多打,5,4
591,都有,都有,2,0
592,嗰次同,多至同,3,2
593,佢哋去呢就,佢哋去呢,5,1
594,大家,大家,2,0
595,就大家飲茶呢啲開心但係有一次呢我侄女佢就嚟,就大家飲咋利啲開三但係有一至囖我罰水佢就黎,21,8
596,就嚟喇,就黎呀,3,2
597,啊,呀,1,1
598,噉即係去見佢最後一面,抌遮係去見佢最校一面,10,3
599,噉就最難忘啦,都最蘭蒙啦,6,4
600,見咗佢嘅第二日我返香港我一到香港電話嚟,U咗佢嘅戴二日我返張U到一到張擋電話來,19,8
601,冇咗喇嗰個係最難忘啦,隊就嗰個係最蘭蒙啊,10,6
602,仲有好多嘅不過,動有好多嘅筆個,7,3
603,淨係旅遊就開心嘅,淨係裏又就開衫嘅,8,3
604,係咪夠鐘喇,係咪夠鐘喇,5,0
Total CER: 1505/4290=0.35,,,,
