NUM,EXPECTED,C1F83A_qwerty,# characters,edit distance
329,咁所以呢佢鍾意去去搵啲歡樂嘅嘢去玩呀咁樣啦,噉所以哩佢鍾意去去揾啲歡樂嘅嘢去玩啊噉樣嚹,21,6
330,係啦,係呀,2,1
331,唱呢枝歌嘅人呢係係差唔多嚟㗎啦喺粵曲嗰度係呀,唱哩知歌嘅人囖係係差唔多離𡃉嚹喺U曲嗰度係啊,22,8
332,佢唱得好好聽㗎吓吓,佢唱得好好聽架吓吓,9,1
333,佢有音樂唔同嘅而家我無音樂呀嘛,佢有音樂唔同嘅而家我冇音樂喇嘛,15,2
334,我只係清唱嘅係,我知係清唱嘅係,7,1
335,有音樂嘅夾起上嚟好好聽㗎,有音樂嘅夾起上離好好聽𡃉,12,2
336,你講音樂呀,李講音樂啊,5,2
337,音樂呢有好多種㗎,音樂爹有好多種架,8,2
338,有打嘅鑼擦啦,有打腳羅U嘞,6,4
339,有二胡啦,有二糊喇,4,2
340,有揚琴啦,有羊擒喇,4,3
341,有琵琶啦有簫啦噉,有皮扒囉有燒喇噉,8,5
342,好多種㗎好多種係,好多種架好多種係,8,1
343,係即伴奏音樂,係遮拌晝音樂,6,3
344,即等於唱時代曲呢呢有鼓啦有鋼琴啦,遮等如唱時袋曲囖理有估嚹有鋼琴嚹,16,8
345,有結他啦噉睇吓先係噉啦係,有結他啦噉睇下先係噉喇係,12,2
346,樂器,樂器,2,0
347,樂器中係好多種樂器去伴奏啦吓,樂器中係好多種鱷器去拌晝嚹吓,14,4
348,即時代曲所謂夾呀,遮時袋時袋曲所謂𠺝啊,8,6
349,你唔知聽過呢句說話未,你唔知聽過哩句說話尾,10,2
350,吓即係好多件樂器大家一班朋友呀咁玩樂器玩得好開心叫做夾,下啫係好多件樂器大家一班朋友啊噉玩樂器玩得好開心叫做夾,27,4
351,係呀吓,係呀吓,3,0
352,個個彈吓結他呀打吓鼓呀咁呀,個個U下結他呀打鼓呀噉啊,13,5
353,咁好開心叫做夾,噉好開心叫做夾,7,1
354,但係呢就唔係夾,但係啊就唔係夾,7,1
355,呢要好多種樂器吓,哩要好多種鱷氣吓,8,3
356,佢佢嚟唱一支曲呢有好多支樂器曲跟著你噉樣,去去理唱一支曲喇有好多之樂器去跟住你咁樣,20,8
357,即一個表演呢每次表演唔同㗎,遮一個表演囉每次表演唔同架,13,3
358,最低限度都有十個,最低行部都有十個,8,2
359,吓有啲幾十個㗎,下有啲幾十個㗎,7,1
360,好大型係呀,倒大型呀係呀,5,2
361,啊我比你睇睇,我俾你睇睇,6,2
362,我,我,1,0
363,呢個,哎個,2,1
364,呢個梁山伯祝英台你知唔知呀,哎個兩殺百宗英台李知唔知啊,13,7
365,梁祝呀係呀呢個係,亮捉呀係啊哩個係,8,4
366,梁祝喇呢喇做呀呢個男仔女仔呀吓,梁捉喇哩嚹做阿利個藍仔裏仔啊吓,15,8
367,喺呢個,喺利個,3,1
368,我比啲大型個音樂你睇睇係咪睇係咪喺呢度噉,我俾啲大現嘅音樂你睇睇係咪睇係咪喺利度噉,20,4
369,哎,嘿,1,1
370,維也納叫咩,第打揼叫咩,5,3
371,中國呀,中國呀,3,0
372,中國政府好大隊人,中國政府好大對人,8,1
373,奏呢個,就哩個,3,2
375,喺呢度,喺利度,3,1
376,冚唪唥好多外國人去去去聽囉,扻罷冷好多外國人去去去聽囖,13,4
377,吓係,下係,2,1
378,有表演,有表演,3,0
379,有唱呀就係表演囉,有唱呀就係表演呵,8,1
380,吓喺上面表演囉吓所以影返嚟,吓喺上咪表演U下所以影翻來,13,5
381,吓好犀利呀,吓好犀利啊,5,1
382,呢個咪拉二胡啦呢個叫二胡,哩個埋拉二无嚹哩個叫二胡,12,5
383,呢個叫做二胡係二胡係,哩個叫做二胡係二糊係,10,2
384,二胡得兩條線得兩條線但係拉出好多個音,二胡得兩條線得兩條線但係喇出好多個音,18,1
385,吓中國樂器有佢嘅特色,下中國汽有佢個特色,10,4
386,係喇係喇吓,係喇係喇吓,5,0
387,小提琴都有幾條線但係二胡得兩條線呀吓,小睇噉都有記條線但係擾得兩條線啊吓,18,6
388,嗱梁祝囉,嗱糧捉喇,4,3
389,你未睇過,你尾睇過,4,1
390,未睇過,尾睇過,3,1
391,你佢個故事你識唔識呀,理佢個故事里識唔識啊,10,3
392,識少少,識少少,3,0
393,我都講過,我都講過,4,0
394,好梁山伯祝英台,好有三百宗英,7,5
395,我除咗寫四大美人呢噉梁山伯祝英台我都寫過,我除咗寫四大美人瀉噉兩三百忠英熊我都寫個,20,7
396,吓噉梁山伯祝英台故事你識唔識呀,下噉有三百忠英熊故試你識唔識𡃉,15,8
397,少少呀噉我講比你聽梁山伯係男仔,少少呀噉我講比李聽兩三百係藍仔,15,5
398,祝英台係女仔,中英抬係裡仔,6,3
399,噉呀祝英台呢佢好聰明嘅,噉啊中英台囖佢好聰明嘅,11,3
400,佢好鍾意讀書但係舊陣時嘅女仔唔可以讀書嘅,佢好鍾意讀書但係舊陣屎嘅旅仔唔可以篤書嘅,20,3
401,吓噉祝英台知道呢杭州有一個老師呢個呀好好有名㗎個學問好好,下噉中英台知道嘞行U有一個老師囖個啊好好有名𡃉個學文好好,28,9
402,噉佢好想去杭州嗰度讀書但係爸爸唔比佢去因為佢係女仔,噉佢好上去行U嗰度讀書但係爸巴唔俾佢去因為佢係裡仔,25,6
403,噉所以祝英台呢就想出一個辦法佢自己扮男仔,噉所以中英台囖就想出一個辦法佢自己扮藍仔,20,3
404,吓佢扮男仔呀同埋佢嗰個婢女叫銀心,吓佢扮藍仔噉啊同埋佢嗰個屁裡叫恩心,16,6
405,婢女即係咩呢服侍佢嘅,譬裏遮係咩囖復事區嘅,10,7
406,即係工人呀吓呀就同埋佢一齊去杭州,遮係工人呀吓就同埋佢一齊去行州,16,3
407,咁梁山伯又係去嗰度地方,噉兩三百啊又係去嗰度地方,11,5
408,嗰度讀書,嗰度讀書,4,0
409,噉兩個人呢就喺杭州一個草橋呀,噉兩個人囖就喺行U一個草橋啊,14,4
410,即係一個一個涼亭呀你知唔知呀,遮係一個一個一個涼停呀你知唔知呀,14,4
411,見到咁大家呢就好好傾,見倒噉啊大家屋就好好傾,10,4
412,咁呀就一齊同埋一齊去去讀書啦,噉阿就一齊同埋一齊去去讀書喇,14,3
413,噉讀書呢祝英台呢就唔想畀人知道佢係扮男仔嘅,噉讀書屋中英台囖就唔想俾人知道佢係扮藍仔嘅,21,5
414,噉所以呢就同梁山伯呢就一張床瞓,噉所以啊就同兩三百屋就一張床瞓,15,5
415,吓話噉但係呢佢就同梁山伯呢隔開嘅,係嘛噉但係囖佢就同兩殺百囖隔開嘅,16,7
416,吓噉啊同床三年呢梁山伯呢都唔知道祝英台係個女仔,下噉啊同床三連囖兩三百囖都唔知道中英抬係個裏仔,23,10
417,因為舊陣時啲人呢就好即係好好守規矩嘅吓話,因為舊陣時啲人哩就好啫係好好守規U嘅係嗎,20,5
418,噉即係你有你嗰邊瞓舊陣時啲床好大張㗎,噉即係理有理嗰邊瞓舊陣時啲床好大張𡃉,18,3
419,你可以一人瞓呢一一一邊唔緊要㗎噉樣,理可以一人份哩一一一邊唔緊要𡃉噉樣,17,4
420,噉所以呢噉啊到三年之後呢個爸爸呢就寫信叫祝英台返去返屋企啦,噉所以囖噉啊到三連之後啊個办巴囖就寫信叫中英台返去返屋企喇,29,8
421,吓返屋企噉就祝英台呢就唔捨得佢因為愛上咗梁山伯喇,下返屋企噉就中英台囖就唔寫得佢因為外想咗兩三百嚹,24,10
422,噉啊就梁山伯唔知道佢係女仔,噉啊就兩三百唔知道佢係裡仔,13,4
423,噉啊祝英台臨走嘅時候呢就將一個即係用玉做嘅嘅飾物呢就交畀老師嘅太太師母,噉阿捉U台林走嘅時候屋就將一個啫係用U做嘅嘅色物哩就搞比老司嘅太太絲冇,35,14
424,交畀師母叫佢畀梁山伯吓即係做為訂婚嘅嘅物件訂婚嘅信物,膠俾思冇叫佢俾兩三百下啫係做雲定分嘅嘅密典定分嘅信襪,26,18
425,噉因為梁山伯要返屋企喇就唔知道幾時先至返嚟讀書,噉因為兩三百要返屋企嚹就唔知道幾時先至返來讀書,23,5
426,噉啊梁山伯呢就好唔捨得祝英台,噉啊兩三百囖就好唔捨得中英抬,14,6
427,噉啊梁山伯就送祝英台,噉啊兩三百就送中英抬,10,5
428,即係一齊行,遮係一齊行,5,1
429,噉啊即係好似呢度送去機場噉樣啦,噉啊啫係好似利度送去機場噉樣喇又,15,4
430,噉樣啦,咁樣啦,3,1
431,噉啊喺送佢嘅時候呢祝英台用好多說話嚟到話畀梁山伯聽我係女仔,噉啊喺送佢個時候囖中英台用好多說話來到話俾兩三百聽我係裡仔,29,9
432,但係梁山伯唔知唔知道成日都以為佢係男仔,但係兩三百唔知唔知道成日都以為佢係藍仔噉,19,5
433,噉譬如祝英台話前邊有兩隻鴨,噉譬如中英台話前便有兩隻硬,13,3
434,一隻係公一隻係乸噉你而家前邊行嗰隻係公後邊跟隻係乸,一隻係工一隻係揦噉你而家前邊行嗰隻係公後便跟直係揦噉,25,6
435,噉佢即係話你前邊行嗰個係男嘅我後邊跟嗰個係女嘅,噉佢即係話理前邊行嗰個係藍嘅我後邊跟嗰個係裡,23,4
436,梁山伯都唔知以為佢講笑,兩三百都唔知以為佢係講小,11,5
437,噉樣即係祝英台用好多比喻話自己係女仔,咁樣遮中英抬用好多俾預話自己係旅仔,18,8
438,梁山伯以為佢講講笑唔知道佢係女仔,兩三百以為佢講講笑唔知道佢係裡仔,16,4
439,噉啊好喇噉啊兩個人呢咗喇分別咗之後,噉啊好嚹噉啊兩個人U咗嚹分別咗之後,17,3
440,噉啊隔咗幾個月呢梁山伯去搵祝英台,噉啊隔咗幾個月U兩三百去揾中英抬,16,7
441,噉原來祝英台嘅爸爸呢同佢訂咗訂咗婚係嫁畀第二個男仔,噉原來中英台嘅爸巴囖同佢定咗定咗分係𡃉俾第二個藍仔,25,9
442,噉祝英台唔肯佢話一定要嫁畀梁山伯,噉中英U唔恆佢話一定要𡃉俾兩三百,16,8
443,噉個爸爸就唔肯佢唔知道梁山伯係咩人吖嘛吓話,噉個爸巴就唔肯佢唔知道兩三百係咩人呀嘛係嗎,21,7
444,噉又唔畀佢嫁梁山伯噉,噉又唔俾佢𡃉兩三百噉,10,5
445,噉梁山伯嚟搵佢嘅時候呢噉呢個祝英台將近出嫁喇,咁兩三百離揾佢個時候U噉哩個中英台張近出𡃉啊,22,13
446,噉啊好多結婚嘅禮物喇都擺滿嗮喺祝英台屋企喇,噉啊好多結婚嘅禮物喇都擺滿晒喺中英台岸企喇,21,3
447,噉梁山伯見到呢嗰陣時先至知道祝英台係女仔,噉兩三百見倒爹嗰陣時先至知道中英抬係裡仔,20,8
448,噉佢覺得佢要嫁第個喇,噉佢覺得佢要𡃉第二個嚹,10,3
449,又唔係嫁畀自己喇,又唔係㗎俾自己喇,8,2
450,梁山伯已經知道喇嗰個師母係交咗嗰件訂婚嗰個玉墜畀佢佢知道,兩三百已經知道喇嗰個師冇係交咗嗰件定分嗰個肉咀俾佢佢知道,28,9
451,呢個祝英台係女仔喇噉啊知道祝英台唔可以嫁畀自己係嫁畀另外一個男仔佢就好傷心,哩個中英台係裏仔嚹噉啊知道中英台唔可以𡃉俾自己係𡃉俾另外嗰個藍仔佢做好傷心,37,12
452,佢好傷心返去就病病咗噉啊收尾就死咗喇,佢好傷心返去就病病咗噉呀收尾就死咗喇,18,1
453,噉呢個祝英台知道梁山伯死咗呢佢亦都喊得好傷心,噉哩個中英台資道兩三百死咗囖佢亦都咸得好傷心,22,8
454,噉啊臨到結婚嗰日呢噉就舊陣時啲人結婚呢女仔要坐花轎嘅,噉啊U到結婚嗰日囖噉舊陣時人結婚U裏仔要坐花U嘅,26,7
455,吓噉啊嗰個花轎呢去到梁山伯嘅墳墓嘅時候呢嗰個墳墓打開咗,下噉啊嗰個花U囖去到兩三百個饭務嘅時候U嗰個饭務打開咗,27,12
456,打開咗噉祝英台呢就跳入去梁山伯個墳墓度,打開咗噉中英台囖就跳入去兩三百𡃉饭務度,19,8
457,噉啊嗰個墳墓就合返埋,噉啊嗰個饭U話合返埋,10,3
458,噉啊後嚟呢有兩隻蝴蝶飛出嚟啊,噉啊後來啊有兩隻蝴蝶飛出梨喇,14,4
459,噉啊兩個人呢即係喺生前呢唔可以結為夫婦死咗之後呢化為一對蝴蝶噉大家,噉啊兩個人哩遮喺生前囖唔可以結為U婦死咗之口囖化為一對蝴蝶噉大家,33,7
460,噉啊飛上天喇就係噉個故事就係噉,噉啊非常天下就係噉個故事就係噉,15,3
461,嗰啲曲呢好靚啊,嗰啲曲囉好U啊,7,2
462,啲音樂好靚啊係啊,啲音樂好靚呀係呀,8,2
463,即係係係西方嘅咩,即係係係西方嘅咩,8,0
464,同吓,同下,2,1
465,即係噉樣差唔多係噉樣嘅嘅故事,遮係咁樣差唔多係咁樣嘅嘅故事,14,3
466,都係好好吓,都係好好吓,5,0
467,好美麗一個故事嚟嘅,好美例一個故事離嘅,9,2
468,好耐以前已經有喇幾百差唔多一百年㗎喇,好U以前已經有嚹幾百差唔多一百年𡃉嚹,18,4
469,幾百年㗎喇係跟住呢個故事一路噉傳到落嚟,幾百年𡃉嚹係個哩個故事一路噉全度落離,19,8
470,傳傳下已經有有多少唔同㗎喇吓,全全下已經有有多小唔同㗎嚹吓,14,4
471,但係呢個故事太過靚喇,但係哩個故事太過靚嚹,10,2
472,噉所以好多人呢都都寫呢個故事,噉所以好多人爹都都瀉利個故事,14,3
473,做戲寫曲又有做戲又有唱又有噉樣啦,做汽寫曲又有做氣又有唱又有噉樣喇,16,3
474,所以喺喺喺粵曲呢有有有好多種梁山伯祝英台嘅故事嘅,所以喺喺喺U曲囖有有有好多種兩三百忠英台嘅故事㗎,24,7
475,吓係啊有啲人寫寫過我都寫過,下係啊有啲人寫寫過我都寫嗰,13,2
476,寫成套劇㗎吓成套劇本,寫成套劇𡃉下性圖劇噉,10,5
477,差唔多三個半鐘頭,差唔多三個半中頭,8,1
478,好好㗎吓你又要換景㗎嘛又要着衫吖嘛係嘛吓,好好哦㗎吓理又要換境𠺢嗎又要著衫呀嘛係嘛吓,20,7
479,每一幕都唔同㗎嘛吓,每一莫都唔同𠺢嗎吓,9,3
480,又祝英台喺屋企開始囈個爸爸畀佢讀書第一場戲,又中英抬喺U企開始U個爸巴俾佢讀書第一場起,21,7
481,噉佢又扮扮個男仔你睇吓我扮男仔似唔似噉叫爸爸睇,噉佢又扮扮個藍仔理睇下我扮藍仔似唔似噉叫爸巴睇,23,5
482,爸爸話吓都幾似男仔喎噉先至肯畀佢去吖嘛就係噉喇,爸巴話吓刀幾似藍仔喎噉先支肯俾佢去吖嗎就係噉嚹,23,7
483,一場一場咁唔同㗎,一長一長咁唔同架,8,3
484,係啊最褸尾兩隻蝴蝶囉,係呀最褸尾兩隻蝴蝶囉,10,1
485,啲衫好靚啊,啲衫好靚呀,5,1
486,係咪啊,係嘛,3,2
487,啲衫幾靚嗱,啲衫幾靚嗱,5,0
488,一路跳舞喇出嚟跳舞喇吓歌舞啊收尾嗰場,一路跳舞喇出離跳舞喇下哥冇喇收尾個長,18,7
489,係啊一路唱歌一路跳舞吖嘛,係呀一路唱歌一路跳舞吖嘛吓,12,2
490,係啊最收尾,係呀最收尾,5,1
491,嗱呢個呢個梁山伯個個墳墓囉,嗱哩個哩個兩三百個個饭務囖,13,8
492,吓佢佢佢去去喊囉係,下佢佢佢去去喊囖係,9,2
493,又經經過噉嗰個墳墓呢度係裂開嘅,又驚經過噉嗰個饭UU度係U開𡃉,15,6
494,裂開佢就跳咗入去,揭開佢就跳咗入去,8,1
495,噉然之後化返兩隻蝴蝶出嚟囉,噉然之後化返兩隻蝴蝶出梨囉,13,1
496,夠鐘未啊,夠鐘尾呀,4,2
497,差唔多喇仲要唔要我睇嗰啲啊,差唔多嚹鍾要唔要我睇嗰啲呀,13,3
498,要啊,要呀,2,1
499,哦十五分鐘好啦,哦十五分鐘好喇,7,1
500,仲有咩問我呢,中有咩問我囖,6,2
501,傳統習慣呀有啊,全統習慣呀有啊,7,1
502,即係過年過節嘅時候啊都好興㗎吓話,遮係過年過節個時候啊都好興𡃉係嗎,16,5
503,要拜袓先啦拜神啦,要拜做先哈拜神阿,8,3
504,擺好多嘅食物啦噉,擺好多嘅食物喇噉,8,1
505,傳統嘅習慣就係嗰陣時要劏雞啦,全統嘅習慣就係嗰陣時要湯雞喇,14,3
506,煲湯啦整啲好嘅嘢食啦噉樣傳統嘅習慣,煲湯啦整啲好嘅嘢食喇噉樣全統嘅習慣,17,2
507,即係譬如中秋節呢就要食月餅啦,啫譬如中秋節屋就要食月餅喇,14,4
508,五月節嘅時候食棕啦噉呢都有呢啲都係傳統嘅習慣中國嘅傳統習慣,五月節嘅時候食粽喇噉囖都有哩啲都係傳統嘅習慣中國嘅傳統習慣,29,4
509,個個都要噉做嘅係啊,個個都要噉做𡃉係啊,9,1
510,吓,吓,1,0
511,新年呀,新年呀,3,0
512,新年呢我細佬哥嘅時候逗利是囉做最開心有利是逗啦,新年呢我細佬哥嘅時候拜利是屋做最開心有利是豆喇,23,4
513,係話有,係嘛有哈哈哈,3,4
514,噉啊有好多嘢食好多嘢玩啦,噉啊有好多嘢食好多嘢玩娃,12,1
515,放燒炮仗啦,放燒U丈喇,5,3
516,有新衫有新鞋著啦,有新衫有新鞋著啦,8,0
517,噉啊同人哋拜年可以逗利是啦又有好多糖果啦,噉啊同人哋拜連可以豆利是喇又有好多堂過喇,20,6
518,又買啲花返嚟屋企擺啊噉樣啦,又買啲花返來屋企擺呀咁樣啦,13,3
519,我好高興啊好熱鬧㗎係啊,我好高興呀好熱U㗎係呀,11,3
520,當然係啊,當然係啊,4,0
521,呢度呢因為,姨度囉因為,5,2
522,香港呢凡係過年就放假嘅,香港囖飯係個連就放假嘅,11,4
523,吓所放有幾日假期嘅,下鎖放有幾日假期嘅,9,2
524,呢度就冇嘅,依度就冇架,5,2
525,呢度好多呢年初一都要返工㗎噉啊所以嘛又將個氣氛啊減少咗喇,依度好多哩年錯一都要返工𡃉噉啊所以嗎又係裝個氣U啊減少咗喇,28,8
526,冇冇咁囉係喇嗯,冇冇咁囉係喇嗯,7,0
527,聖誕節都係香港熱鬧,聖誕節度係香港熱U,9,2
528,香港啲燈飾好靚,香港啲燈節好靚,7,1
529,吓好多大廈爆滿啲燈飾比呢度靚,吓好多大下爆面哩燈色俾哩度靚,14,6
530,吓呢度雖然嘅聖誕節都高興但係唔及香港咁高興係啊,下哩度需然個聖誕節都高興但係唔揾香港咁高興係啊,23,5
531,即係好多酒店啊都有嘅吓嘛,遮係好多酒店呀都有囉係嘛,12,4
532,呢度都有但係都係香港熱鬧,哩度都有但係都係香共熱U,12,3
533,因為我喺香港呢每年聖誕節呢都都會有去吓啊噉啲朋友請我去啊,因為我喺香港璃每連聖誕節棵都都會有去下啊噉啲朋友請我去啊,28,4
534,呢度就比較少喇因為我冇車吖嘛係啦,哩度就俾搞少嚹因為我冇車吖嗎係嚹,16,6
Total CER: 1774/6542=0.27,,,,
