NUM,EXPECTED,C1M42A_qwerty,# characters,edit distance
178,就算唔係咁飛返去一個月咁樣但可能我諗如果唔係有,就算唔係咁飛反去一個月咁樣但可能我林如果唔係有,23,2
179,即係個仔係十一月咁樣就咁齋干咁樣炒囉係入面,即係個仔係十一月咁樣就咁U乾咁樣炒囉係入面,21,2
180,因為我覺得,因為我覺得,5,0
181,因為我覺得佢哋要人陪囉要人一啲我嘅年紀嘅人去陪,因為我覺得佢哋要人陪囖要人一啲我嘅年紀嘅人去陪,23,1
182,因為就咁睇嘅時候好多係好細個佢哋好細個但凡於我呢個年紀即係話大概三十尾四十頭嘅年齡層喺嗰個運動裏邊呢或者甚至而家呢對於呢個社會發生緊咩事呀係,因為就咁睇嘅時候好多係好細個佢哋好細個彈煩於我呢個年紀即係話大概三十美四十頭嘅年齡層喺嗰個運動理邊呢或者甚至而家呢對於呢個社會發生緊咩事吖係,70,5
183,佢哋唔係嗰啲好出聲嗰啲囉甚至乎有啲直情變咗係啦變咗係恰人嗰個,佢哋唔係嗰啲好出聲嗰啲囖甚至符有啲直程變咗係喇變咗係級人嗰個,30,5
184,咁我覺得,咁我覺得,4,0
185,即係點解唔可以有呢啲年紀嘅人去撐佢哋呢,即係點解唔可以有呢啲年紀嘅人去撐佢哋呢,19,0
186,明明呢一樣嘢對佢哋係有慘架嘛咁所以,明明呢一樣嘢對佢哋係有慘架嘛咁所以,17,0
187,吓咁所以呢個係個推動力囉,嚇咁所以呢個係個推動力囉,12,1
188,即係我啲朋友甚至乎果陣時同我去新華社我做墩佢企喺我上面貼報嗰個佢而家都可能變咗一個,即係我啲朋友U至不果陣時同我去新華社我做因佢企喺我上面貼布嗰個佢而家都可能變咗一個,41,4
189,一個即係建制幫政府嘅人,一個即係見掣幫政府嘅人,11,2
190,或者我以前喺呢度返團契有啲弟兄返咗香港做嘢非常之發達呀但佢會,或者我以前喺呢度反團契有啲第興反咗香港做嘢非常之發達吖彈佢會,30,6
191,即係佢個會係同阿吳克儉局長握手咗佢,即係佢個會係同啊悟刻撳焗長握手咗佢,17,5
192,我覺得你係咪幽默緊呀亦話唔係呀但係好明顯佢唔係嘅佢係嘅取向,我覺得你係啲油麥緊吖譯話唔係吖但係好明顯佢唔係嘅佢係嘅取向,29,6
193,我覺得呢咁廢嘅人但係你覺得好榮幸,我覺得你咁費嘅人但係你覺得好榮U,16,3
194,我哋呢一代做咗啲乜嘢嘢呀點會變咗咁樣架即係我唔係呢一樣嘢,我哋呢一袋做咗啲乜嘢嘢吖點會變咗咁樣𡃉即係我唔係呢一樣嘢,28,3
195,魚蛋係,魚蛋係,3,0
196,我覺得,我覺得,3,0
197,我覺得,我覺得,3,0
198,我覺得係捱打架同埋我覺得即係,我覺得係捱打架同埋我覺得即係,14,0
199,即係好文雅地咁講就係依個,即係好聞雅哋咁講就係依個,12,2
200,即係就算同路人都喺度互插咁樣咁就,即係就算同露人都喺度護插咁樣咁就,16,2
201,即係就咁覺得點可以有呢個力量對抗一啲大啲嘅公敵呢,即係就咁覺得點可以有呢個力量對恐一啲大啲嘅工滴呢,24,3
202,譬如話嗰個立法會選舉嘩咁多隊全部,譬如話嗰個立發會損舉嘩咁多隊全部,16,2
203,真係攬炒咁樣全部分薄晒其實係都幾絕望架只不過係希望喺,真係攬炒咁樣全部分薄晒其實係都幾絕望𡃉只不過係希望喺,26,1
204,真係炒到冇嘢即係炒晒啦咁之後睇下有冇啲囉咁但係我梗係唔想見到啲攬炒嘅情況出現啦但係好似成個成個,真係炒到舞嘢即係炒晒喇咁之後睇下有冇啲囉咁但係我梗係唔想見到啲攬炒嘅情放出現喇但係好似成個成個,47,4
205,齒輪形勢都係死梗咁樣囉但係另一個方面呢就係,此輪形細都係死梗咁樣囉但係另一個方面呢就係,21,2
206,即係,即係,2,0
207,另外幾方面譬如態度何韻詩嗰啲做嗰啲中抽去演唱會凡於係呢一個比較文化上面嘅方面呢好似有少少生機生機就話有一班人肯去投資自己嘅本地文化跟住可以去,另外幾方面譬如太度何揾獅嗰啲做嗰啲中秋去演唱會煩於係呢一個俾較文化上面嘅方面呢好似有少少生機生機就話有一班人肯去頭知自己嘅本地文化跟住可以去,70,8
208,去腥返啲事囉等啲可以做到一啲要錢但係大公司唔會采你嘅一啲嘢咁我覺得呢個係有少少希望喺嗰邊囉其實有少少保育架嗰個,去聲反啲事囉等啲可以做到一啲要錢但係大公司唔會睬你嘅一啲嘢咁我覺得呢個係有少少希望喺嗰邊囖其實有少少保肉𡃉嗰個,55,6
209,呢邊就死囉咁睇吓一七年會唔會即係應該咁樣講其實我覺得大部份人唔介意俾你呃嘅不過唔該你呃得高明少少,變就死囉咁睇嚇一七年會唔會即係應該咁樣講其實我覺得大部份人唔介意俾你握嘅不過唔該你握得高名少少,48,6
210,你唔好咁監硬嚟即係個種囉即係個分別可能係,你唔好咁監硬來即係個種囖即係個分別可能係,20,2
211,梁振英同咁樣即係佢,梁震英同咁樣即係佢,9,1
212,嗰個係真係高幾班我諗嘢我都諗得叻過你咁我俾你呃我服即係,嗰個係真係高幾班我林嘢我都U得叻過你咁我俾你握我復即係,27,4
213,即係其實咁監硬嚟有好多時候都唔据唔据就係唔好當我係蠢,即係其實咁監硬來有好多時候都唔唔就係唔好當我係蠢,26,3
214,我唔夠你聰明我咪輸囉即係有少少嗰個心態囉係囉咁樣囉,我唔夠你聰明我咪書囉即係有少少嗰個心太囖係囖咁樣囖,25,5
215,有我係基督徒囉,有我係基督徒囉,7,0
216,冇衝突因為其實,冇沖突因為其實,7,1
217,我認識嘅神係喺聖經裡面係企係被壓逼嘅人嘅嗰邊,我認識嘅神係喺聖經裏面係企係被U碧嘅人嘅嗰邊,22,3
218,即係佢會同佢哋伸冤佢會主持公道,即係佢會同佢哋新U佢會煮U工道,15,5
219,佢會有獎有罰,佢會有獎有罰,6,0
220,即係佢嗰個指標係即係如果張舊約分番三舊嚟睇無論摩西五經先知書同埋歷史咁樣或者咁樣,即係佢嗰個紙錶係即係如果張舊約分返三舊來睇無論魔西五經先之書同埋力屎咁樣或者咁樣,40,8
221,其實所有嘢過於成抓經文去講,其實所有嘢過於成揸經文去講,13,1
222,而每次神都係企喺孤兒寡婦果邊企喺受壓逼果邊,移每次神都係企喺姑兒拐婦果邊企喺受U碧果邊,21,5
223,企喺無人理嗰邊,企喺無人理嗰邊,7,0
224,咁呢個神,咁呢個神,4,0
225,咁跟住就去到新約嘅時候耶穌都係話我係嚟,咁跟住就去到新約嘅時候耶穌都係話我係來,19,1
226,搵邊啲人咪搵啲病嘅被鬼附嘅好慘無人理嘅冇人肯嘅,搵邊啲人咪搵啲病嘅鼻鬼父嘅好慘無人理嘅冇人肯嘅,23,2
227,其實成個我睇到嘅神係喺呢啲人嘅中間囉,其實成個我睇到嘅神係喺呢啲人嘅中間囖,18,1
228,咁個思路就係話咁就邊啲係邊啲係唔係或者被嘅人囉,咁個師露就係話咁就邊啲係邊啲係唔係或者鼻嘅人囖,23,4
229,咁我有個相信就係話企喺被屈者其實係一個正確嘅神學嘅立場嚟嘅,咁個師露就係話咁就邊啲係邊啲係唔係或者鼻嘅人囖,29,22
230,咁所以唔會有衝突囉係呀,咁所以唔會有沖突囉係吖,11,2
Total CER: 648/5537=0.12,,,,
